Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.02     0.00       18     0.00     0.00  wasora_function_init
  0.00      0.02     0.00       18     0.00     0.00  wasora_get_function_ptr
  0.00      0.02     0.00       16     0.00     0.00  wasora_ends_in_init
  0.00      0.02     0.00       16     0.00     0.00  wasora_ends_in_zero
  0.00      0.02     0.00       16     0.00     0.00  wasora_get_builtin_function_ptr
  0.00      0.02     0.00       16     0.00     0.00  wasora_get_builtin_functional_ptr
  0.00      0.02     0.00       16     0.00     0.00  wasora_get_builtin_vectorfunction_ptr
  0.00      0.02     0.00       16     0.00     0.00  wasora_get_variable_ptr
  0.00      0.02     0.00       14     0.00     0.00  wasora_define_instruction
  0.00      0.02     0.00       13     0.00     0.00  wasora_add_leading_zeros
  0.00      0.02     0.00       13     0.00     0.00  wasora_parse_expression
  0.00      0.02     0.00       13     0.00     0.00  wasora_strip_blanks
  0.00      0.02     0.00       10     0.00     0.00  sn_elements_results_fill_args
  0.00      0.02     0.00        9     0.00     0.00  mesh_three_node_line_dhdr
  0.00      0.02     0.00        9     0.00     0.00  mesh_three_node_line_h
  0.00      0.02     0.00        9     0.00     0.00  mesh_vtk_write_scalar
  0.00      0.02     0.00        9     0.00     0.00  wasora_mesh_parse_line
  0.00      0.02     0.00        8     0.00     0.00  milonga_resolve_xs_expr
  0.00      0.02     0.00        8     0.00     0.00  wasora_define_vector
  0.00      0.02     0.00        8     0.00     0.00  wasora_free_vector
  0.00      0.02     0.00        8     0.00     0.00  wasora_instruction_print
  0.00      0.02     0.00        6     0.00     0.00  PetscTime
  0.00      0.02     0.00        6     0.00     0.00  mesh_two_node_line_dhdr
  0.00      0.02     0.00        6     0.00     0.00  mesh_two_node_line_h
  0.00      0.02     0.00        6     0.00     0.00  milonga_get_cpu_time
  0.00      0.02     0.00        6     0.00     0.00  wasora_define_file
  0.00      0.02     0.00        5     0.00     0.00  wasora_fopen
  0.00      0.02     0.00        4     0.00     0.00  plugin_parse_line
  0.00      0.02     0.00        4     0.00     0.00  wasora_define_physical_property
  0.00      0.02     0.00        4     0.00     0.00  wasora_define_property_data
  0.00      0.02     0.00        4     0.00     0.00  wasora_evaluate_string
  0.00      0.02     0.00        4     0.00     0.00  wasora_instruction_close_file
  0.00      0.02     0.00        4     0.00     0.00  wasora_vector_init
  0.00      0.02     0.00        3     0.00     0.00  wasora_instruction_open_file
  0.00      0.02     0.00        3     0.00     0.00  wasora_realloc_variable_ptr
  0.00      0.02     0.00        2     0.00     0.00  mesh_hexa_gauss27_init
  0.00      0.02     0.00        2     0.00     0.00  mesh_tetrahedron_gauss_init
  0.00      0.02     0.00        2     0.00     0.00  milonga_assembly_objects
  0.00      0.02     0.00        2     0.00     0.00  milonga_debug_n_processors
  0.00      0.02     0.00        2     0.00     0.00  milonga_free_global_matrices
  0.00      0.02     0.00        2     0.00     0.00  milonga_free_global_vectors
  0.00      0.02     0.00        2     0.00     0.00  sn_elements_problem_free
  0.00      0.02     0.00        2     0.00     0.00  wasora_define_physical_entity
  0.00      0.02     0.00        2     0.00     0.00  wasora_instruction_mesh_post
  0.00      0.02     0.00        1     0.00     0.00  clear_rec
  0.00      0.02     0.00        1     0.00     0.00  hyperrect_create
  0.00      0.02     0.00        1     0.00     0.00  hyperrect_free
  0.00      0.02     0.00        1     0.00     0.00  kd_clear
  0.00      0.02     0.00        1     0.00     0.00  kd_create
  0.00      0.02     0.00        1     0.00     0.00  kd_free
  0.00      0.02     0.00        1     0.00     0.00  mesh_eight_node_hexahedron_init
  0.00      0.02     0.00        1     0.00     0.00  mesh_eight_node_quadrangle_init
  0.00      0.02     0.00        1     0.00     0.00  mesh_element2cell
  0.00      0.02     0.00        1     0.00     0.00  mesh_four_node_quadrangle_init
  0.00      0.02     0.00        1     0.00     0.00  mesh_four_node_tetrahedron_init
  0.00      0.02     0.00        1     0.00     0.00  mesh_free
  0.00      0.02     0.00        1     0.00     0.00  mesh_gmsh_readmesh
  0.00      0.02     0.00        1     0.00     0.00  mesh_gmsh_write_header
  0.00      0.02     0.00        1     0.00     0.00  mesh_gmsh_write_mesh
  0.00      0.02     0.00        1     0.00     0.00  mesh_gmsh_write_scalar
  0.00      0.02     0.00        1     0.00     0.00  mesh_nine_node_quadrangle_init
  0.00      0.02     0.00        1     0.00     0.00  mesh_node_indexes
  0.00      0.02     0.00        1     0.00     0.00  mesh_one_node_point_init
  0.00      0.02     0.00        1     0.00     0.00  mesh_six_node_prism_init
  0.00      0.02     0.00        1     0.00     0.00  mesh_six_node_triangle_init
  0.00      0.02     0.00        1     0.00     0.00  mesh_ten_node_tetrahedron_init
  0.00      0.02     0.00        1     0.00     0.00  mesh_three_node_line_init
  0.00      0.02     0.00        1     0.00     0.00  mesh_three_node_triangle_init
  0.00      0.02     0.00        1     0.00     0.00  mesh_twenty_node_hexaedron_init
  0.00      0.02     0.00        1     0.00     0.00  mesh_twentyseven_node_hexaedron_init
  0.00      0.02     0.00        1     0.00     0.00  mesh_two_node_line_init
  0.00      0.02     0.00        1     0.00     0.00  mesh_vtk_write_header
  0.00      0.02     0.00        1     0.00     0.00  mesh_vtk_write_mesh
  0.00      0.02     0.00        1     0.00     0.00  mesh_vtk_write_unstructured_mesh
  0.00      0.02     0.00        1     0.00     0.00  milonga_allocate_global_matrices
  0.00      0.02     0.00        1     0.00     0.00  milonga_allocate_global_vectors
  0.00      0.02     0.00        1     0.00     0.00  milonga_debug_cpu_info
  0.00      0.02     0.00        1     0.00     0.00  milonga_debug_cpu_info_free
  0.00      0.02     0.00        1     0.00     0.00  milonga_define_result_functions
  0.00      0.02     0.00        1     0.00    20.00  milonga_instruction_step
  0.00      0.02     0.00        1     0.00     0.00  milonga_read_boundaries
  0.00      0.02     0.00        1     0.00     0.00  milonga_set_entry_points
  0.00      0.02     0.00        1     0.00     0.00  milonga_solve_eigen_slepc
  0.00      0.02     0.00        1     0.00     0.00  plugin_copyright
  0.00      0.02     0.00        1     0.00     0.00  plugin_description
  0.00      0.02     0.00        1     0.00     0.00  plugin_finalize
  0.00      0.02     0.00        1     0.00     0.00  plugin_init_after_parser
  0.00      0.02     0.00        1     0.00     0.00  plugin_init_before_parser
  0.00      0.02     0.00        1     0.00     0.00  plugin_init_before_run
  0.00      0.02     0.00        1     0.00     0.00  plugin_longversion
  0.00      0.02     0.00        1     0.00     0.00  plugin_name
  0.00      0.02     0.00        1     0.00     0.00  plugin_usage
  0.00      0.02     0.00        1     0.00     0.00  plugin_version
  0.00      0.02     0.00        1     0.00     0.00  plugin_wasorahmd5
  0.00      0.02     0.00        1     0.00     0.00  sn_elements_allocate_general_elemental_objects
  0.00      0.02     0.00        1     0.00     0.00  sn_elements_allocate_particular_elemental_objects
  0.00      0.02     0.00        1     0.00     0.00  sn_elements_free_elemental_objects
  0.00      0.02     0.00        1     0.00    20.00  sn_elements_matrices_build
  0.00      0.02     0.00        1     0.00     0.00  sn_elements_normalize_flux
  0.00      0.02     0.00        1     0.00     0.00  sn_elements_problem_init
  0.00      0.02     0.00        1     0.00     0.00  sn_elements_results_fill_flux
  0.00      0.02     0.00        1     0.00     0.00  sn_elements_results_fill_power
  0.00      0.02     0.00        1     0.00     0.00  sn_elements_set_essential_bc
  0.00      0.02     0.00        1     0.00     0.00  sn_init_weights
  0.00      0.02     0.00        1     0.00     0.00  wasora_debug
  0.00      0.02     0.00        1     0.00     0.00  wasora_define_material
  0.00      0.02     0.00        1     0.00     0.00  wasora_define_mesh
  0.00      0.02     0.00        1     0.00     0.00  wasora_evaluate_expression_in_string
  0.00      0.02     0.00        1     0.00     0.00  wasora_finalize
  0.00      0.02     0.00        1     0.00     0.00  wasora_free_assignments
  0.00      0.02     0.00        1     0.00     0.00  wasora_free_dae
  0.00      0.02     0.00        1     0.00     0.00  wasora_free_files
  0.00      0.02     0.00        1     0.00     0.00  wasora_free_functions
  0.00      0.02     0.00        1     0.00     0.00  wasora_free_instructions
  0.00      0.02     0.00        1     0.00     0.00  wasora_free_matrices
  0.00      0.02     0.00        1     0.00     0.00  wasora_free_print_functions
  0.00      0.02     0.00        1     0.00     0.00  wasora_free_print_vectors
  0.00      0.02     0.00        1     0.00     0.00  wasora_free_prints
  0.00      0.02     0.00        1     0.00     0.00  wasora_free_shm
  0.00      0.02     0.00        1     0.00     0.00  wasora_free_solves
  0.00      0.02     0.00        1     0.00     0.00  wasora_free_vars
  0.00      0.02     0.00        1     0.00     0.00  wasora_free_vectors
  0.00      0.02     0.00        1     0.00     0.00  wasora_get_mesh_ptr
  0.00      0.02     0.00        1     0.00     0.00  wasora_init_after_parser
  0.00      0.02     0.00        1     0.00     0.00  wasora_init_before_parser
  0.00      0.02     0.00        1     0.00     0.00  wasora_init_before_run
  0.00      0.02     0.00        1     0.00     0.00  wasora_instruction_mesh
  0.00      0.02     0.00        1     0.00     0.00  wasora_instruction_print_function
  0.00      0.02     0.00        1     0.00     0.00  wasora_instruction_shell
  0.00      0.02     0.00        1     0.00     0.00  wasora_load_hardcoded_plugin
  0.00      0.02     0.00        1     0.00     0.00  wasora_mesh_element_types_init
  0.00      0.02     0.00        1     0.00     0.00  wasora_mesh_init_before_parser
  0.00      0.02     0.00        1     0.00     0.00  wasora_parse_first_pass
  0.00      0.02     0.00        1     0.00     0.00  wasora_parse_input_file
  0.00      0.02     0.00        1     0.00     0.00  wasora_parse_main_input_file
  0.00      0.02     0.00        1     0.00     0.00  wasora_parser_expression_in_string
  0.00      0.02     0.00        1     0.00     0.00  wasora_parser_file_path
  0.00      0.02     0.00        1     0.00     0.00  wasora_parser_keywords_ints
  0.00      0.02     0.00        1     0.00     0.00  wasora_parser_string_format
  0.00      0.02     0.00        1     0.00    20.00  wasora_standard_run
  0.00      0.02     0.00        1     0.00    20.00  wasora_step

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2017 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 50.00% of 0.02 seconds

index % time    self  children    called     name
                0.01    0.01    3661/3661        sn_elements_matrices_build [3]
[1]    100.0    0.01    0.01    3661         sn_elements_build_elemental_objects [1]
                0.00    0.01   14644/14644       mesh_compute_fem_objects_at_gauss [7]
                0.00    0.00   58576/878660      mesh_four_node_tetrahedron_h [10]
                0.00    0.00   58576/59544       wasora_evaluate_expression [12]
                0.00    0.00       1/1           sn_elements_allocate_particular_elemental_objects [175]
-----------------------------------------------
                0.00    0.02       1/1           wasora_step [5]
[2]    100.0    0.00    0.02       1         milonga_instruction_step [2]
                0.00    0.02       1/1           sn_elements_matrices_build [3]
                0.00    0.00       6/6           PetscTime [102]
                0.00    0.00       6/6           milonga_get_cpu_time [105]
                0.00    0.00       1/1           sn_elements_problem_init [178]
                0.00    0.00       1/1           milonga_read_boundaries [160]
                0.00    0.00       1/1           milonga_solve_eigen_slepc [162]
                0.00    0.00       1/1           sn_elements_results_fill_flux [179]
                0.00    0.00       1/1           sn_elements_normalize_flux [177]
                0.00    0.00       1/1           sn_elements_results_fill_power [180]
-----------------------------------------------
                0.00    0.02       1/1           milonga_instruction_step [2]
[3]    100.0    0.00    0.02       1         sn_elements_matrices_build [3]
                0.01    0.01    3661/3661        sn_elements_build_elemental_objects [1]
                0.00    0.00       1/1           sn_elements_allocate_general_elemental_objects [174]
                0.00    0.00       1/1           sn_elements_set_essential_bc [181]
                0.00    0.00       1/2           milonga_assembly_objects [118]
-----------------------------------------------
                0.00    0.02       1/1           main [6]
[4]    100.0    0.00    0.02       1         wasora_standard_run [4]
                0.00    0.02       1/1           wasora_step [5]
                0.00    0.00       1/1           wasora_init_before_run [204]
                0.00    0.00       1/1           wasora_debug [183]
-----------------------------------------------
                0.00    0.02       1/1           wasora_standard_run [4]
[5]    100.0    0.00    0.02       1         wasora_step [5]
                0.00    0.02       1/1           milonga_instruction_step [2]
                0.00    0.00       8/8           wasora_instruction_print [101]
                0.00    0.00       2/2           wasora_instruction_mesh_post [124]
                0.00    0.00       1/1           wasora_instruction_print_function [206]
                0.00    0.00       1/1           wasora_instruction_mesh [205]
                0.00    0.00       1/1           wasora_instruction_shell [207]
-----------------------------------------------
                                                 <spontaneous>
[6]    100.0    0.00    0.02                 main [6]
                0.00    0.02       1/1           wasora_standard_run [4]
                0.00    0.00       1/1           wasora_load_hardcoded_plugin [208]
                0.00    0.00       1/1           wasora_parse_main_input_file [213]
                0.00    0.00       1/1           wasora_finalize [187]
-----------------------------------------------
                0.00    0.01   14644/14644       sn_elements_build_elemental_objects [1]
[7]     50.0    0.00    0.01   14644         mesh_compute_fem_objects_at_gauss [7]
                0.01    0.00   14644/14644       mesh_inverse [8]
                0.00    0.00   14644/47892       mesh_integration_weight [15]
                0.00    0.00   14644/14644       mesh_compute_x [27]
                0.00    0.00   14644/14644       mesh_compute_H [24]
                0.00    0.00   14644/14644       mesh_compute_dhdx [25]
                0.00    0.00   14644/14644       mesh_compute_B [23]
                0.00    0.00   14644/14644       mesh_compute_l [26]
-----------------------------------------------
                0.01    0.00   14644/14644       mesh_compute_fem_objects_at_gauss [7]
[8]     50.0    0.01    0.00   14644         mesh_inverse [8]
                0.00    0.00   14644/62536       mesh_determinant [11]
-----------------------------------------------
                0.00    0.00      60/2108796     mesh_init_shape_at_gauss [71]
                0.00    0.00  527184/2108796     mesh_compute_dhdx [25]
                0.00    0.00 1581552/2108796     mesh_compute_dxdr [13]
[9]      0.0    0.00    0.00 2108796         mesh_four_node_tetrahedron_dhdr [9]
-----------------------------------------------
                0.00    0.00      20/878660      mesh_init_shape_at_gauss [71]
                0.00    0.00   58576/878660      sn_elements_build_elemental_objects [1]
                0.00    0.00  175728/878660      mesh_compute_h [14]
                0.00    0.00  175728/878660      mesh_compute_x [27]
                0.00    0.00  468608/878660      mesh_compute_H [24]
[10]     0.0    0.00    0.00  878660         mesh_four_node_tetrahedron_h [10]
-----------------------------------------------
                0.00    0.00   14644/62536       mesh_inverse [8]
                0.00    0.00   47892/62536       mesh_integration_weight [15]
[11]     0.0    0.00    0.00   62536         mesh_determinant [11]
-----------------------------------------------
                0.00    0.00       1/59544       wasora_evaluate_expression_in_string [186]
                0.00    0.00       4/59544       mesh_gmsh_readmesh [137]
                0.00    0.00       8/59544       wasora_instruction_print [101]
                0.00    0.00     955/59544       sn_elements_results_fill_power [180]
                0.00    0.00   58576/59544       sn_elements_build_elemental_objects [1]
[12]     0.0    0.00    0.00   59544         wasora_evaluate_expression [12]
-----------------------------------------------
                0.00    0.00   47892/47892       mesh_integration_weight [15]
[13]     0.0    0.00    0.00   47892         mesh_compute_dxdr [13]
                0.00    0.00 1581552/2108796     mesh_four_node_tetrahedron_dhdr [9]
                0.00    0.00   47520/47544       mesh_three_node_triang_dhdr [16]
                0.00    0.00    6576/28542       mesh_subtract [18]
                0.00    0.00    3288/4608        mesh_normalized_cross [33]
                0.00    0.00    3288/3288        mesh_cross [36]
                0.00    0.00    3288/34968       mesh_dot [17]
-----------------------------------------------
                0.00    0.00   47892/47892       mesh_integration_weight [15]
[14]     0.0    0.00    0.00   47892         mesh_compute_h [14]
                0.00    0.00  175728/878660      mesh_four_node_tetrahedron_h [10]
                0.00    0.00   11880/11892       mesh_three_node_triang_h [28]
-----------------------------------------------
                0.00    0.00   14644/47892       mesh_integral_over_element [35]
                0.00    0.00   14644/47892       mesh_compute_fem_objects_at_gauss [7]
                0.00    0.00   18604/47892       wasora_instruction_mesh [205]
[15]     0.0    0.00    0.00   47892         mesh_integration_weight [15]
                0.00    0.00   47892/47892       mesh_compute_h [14]
                0.00    0.00   47892/47892       mesh_compute_dxdr [13]
                0.00    0.00   47892/62536       mesh_determinant [11]
                0.00    0.00   18605/18605       mesh_alloc_fem_objects [19]
-----------------------------------------------
                0.00    0.00      24/47544       mesh_init_shape_at_gauss [71]
                0.00    0.00   47520/47544       mesh_compute_dxdr [13]
[16]     0.0    0.00    0.00   47544         mesh_three_node_triang_dhdr [16]
-----------------------------------------------
                0.00    0.00    3288/34968       mesh_compute_dxdr [13]
                0.00    0.00   31680/34968       sn_elements_add_vacuum_bc [34]
[17]     0.0    0.00    0.00   34968         mesh_dot [17]
-----------------------------------------------
                0.00    0.00    6576/28542       mesh_compute_dxdr [13]
                0.00    0.00   21966/28542       mesh_tetrahedron_vol [31]
[18]     0.0    0.00    0.00   28542         mesh_subtract [18]
-----------------------------------------------
                0.00    0.00   18605/18605       mesh_integration_weight [15]
[19]     0.0    0.00    0.00   18605         mesh_alloc_fem_objects [19]
-----------------------------------------------
                0.00    0.00   18604/18604       mesh_gmsh_readmesh [137]
[20]     0.0    0.00    0.00   18604         mesh_add_element_to_list [20]
-----------------------------------------------
                0.00    0.00   15840/15840       sn_elements_add_vacuum_bc [34]
[21]     0.0    0.00    0.00   15840         PetscMemcpy [21]
-----------------------------------------------
                0.00    0.00   14644/14644       mesh_gmsh_readmesh [137]
[22]     0.0    0.00    0.00   14644         mesh_add_material_to_list [22]
-----------------------------------------------
                0.00    0.00   14644/14644       mesh_compute_fem_objects_at_gauss [7]
[23]     0.0    0.00    0.00   14644         mesh_compute_B [23]
-----------------------------------------------
                0.00    0.00   14644/14644       mesh_compute_fem_objects_at_gauss [7]
[24]     0.0    0.00    0.00   14644         mesh_compute_H [24]
                0.00    0.00  468608/878660      mesh_four_node_tetrahedron_h [10]
-----------------------------------------------
                0.00    0.00   14644/14644       mesh_compute_fem_objects_at_gauss [7]
[25]     0.0    0.00    0.00   14644         mesh_compute_dhdx [25]
                0.00    0.00  527184/2108796     mesh_four_node_tetrahedron_dhdr [9]
-----------------------------------------------
                0.00    0.00   14644/14644       mesh_compute_fem_objects_at_gauss [7]
[26]     0.0    0.00    0.00   14644         mesh_compute_l [26]
-----------------------------------------------
                0.00    0.00   14644/14644       mesh_compute_fem_objects_at_gauss [7]
[27]     0.0    0.00    0.00   14644         mesh_compute_x [27]
                0.00    0.00  175728/878660      mesh_four_node_tetrahedron_h [10]
-----------------------------------------------
                0.00    0.00      12/11892       mesh_init_shape_at_gauss [71]
                0.00    0.00   11880/11892       mesh_compute_h [14]
[28]     0.0    0.00    0.00   11892         mesh_three_node_triang_h [28]
-----------------------------------------------
                0.00    0.00    8710/8710        mesh_find_element_volumetric_neighbor [39]
[29]     0.0    0.00    0.00    8710         mesh_count_common_nodes [29]
-----------------------------------------------
                0.00    0.00    7322/7322        mesh_tetrahedron_vol [31]
[30]     0.0    0.00    0.00    7322         mesh_cross_dot [30]
-----------------------------------------------
                0.00    0.00    3661/7322        sn_elements_normalize_flux [177]
                0.00    0.00    3661/7322        mesh_element2cell [133]
[31]     0.0    0.00    0.00    7322         mesh_tetrahedron_vol [31]
                0.00    0.00   21966/28542       mesh_subtract [18]
                0.00    0.00    7322/7322        mesh_cross_dot [30]
-----------------------------------------------
                0.00    0.00    2640/6301        sn_elements_compute_outward_normal [41]
                0.00    0.00    3661/6301        mesh_element2cell [133]
[32]     0.0    0.00    0.00    6301         mesh_compute_element_barycenter [32]
-----------------------------------------------
                0.00    0.00    1320/4608        sn_elements_compute_outward_normal [41]
                0.00    0.00    3288/4608        mesh_compute_dxdr [13]
[33]     0.0    0.00    0.00    4608         mesh_normalized_cross [33]
-----------------------------------------------
                0.00    0.00    3960/3960        sn_elements_set_essential_bc [181]
[34]     0.0    0.00    0.00    3960         sn_elements_add_vacuum_bc [34]
                0.00    0.00   31680/34968       mesh_dot [17]
                0.00    0.00   15840/15840       PetscMemcpy [21]
-----------------------------------------------
                0.00    0.00    3661/3661        sn_elements_normalize_flux [177]
[35]     0.0    0.00    0.00    3661         mesh_integral_over_element [35]
                0.00    0.00   14644/47892       mesh_integration_weight [15]
-----------------------------------------------
                0.00    0.00    3288/3288        mesh_compute_dxdr [13]
[36]     0.0    0.00    0.00    3288         mesh_cross [36]
-----------------------------------------------
                0.00    0.00    2268/2268        mesh_init_shape_at_gauss [71]
[37]     0.0    0.00    0.00    2268         mesh_twentyseven_node_hexahedron_dhdr [37]
-----------------------------------------------
                0.00    0.00    1680/1680        mesh_init_shape_at_gauss [71]
[38]     0.0    0.00    0.00    1680         mesh_twenty_node_hexahedron_dhdr [38]
-----------------------------------------------
                0.00    0.00    1320/1320        sn_elements_compute_outward_normal [41]
[39]     0.0    0.00    0.00    1320         mesh_find_element_volumetric_neighbor [39]
                0.00    0.00    8710/8710        mesh_count_common_nodes [29]
-----------------------------------------------
                0.00    0.00    1320/1320        sn_elements_compute_outward_normal [41]
[40]     0.0    0.00    0.00    1320         mesh_subtract_dot [40]
-----------------------------------------------
                0.00    0.00    1320/1320        sn_elements_set_essential_bc [181]
[41]     0.0    0.00    0.00    1320         sn_elements_compute_outward_normal [41]
                0.00    0.00    2640/6301        mesh_compute_element_barycenter [32]
                0.00    0.00    1320/1320        mesh_find_element_volumetric_neighbor [39]
                0.00    0.00    1320/4608        mesh_normalized_cross [33]
                0.00    0.00    1320/1320        mesh_subtract_dot [40]
-----------------------------------------------
                               15633             insert_rec [42]
                0.00    0.00     955/955         kd_insert [43]
[42]     0.0    0.00    0.00     955+15633   insert_rec [42]
                               15633             insert_rec [42]
-----------------------------------------------
                0.00    0.00     955/955         wasora_instruction_mesh [205]
[43]     0.0    0.00    0.00     955         kd_insert [43]
                0.00    0.00     955/955         insert_rec [42]
                0.00    0.00     954/954         hyperrect_extend [44]
                0.00    0.00       1/1           hyperrect_create [126]
-----------------------------------------------
                0.00    0.00     954/954         kd_insert [43]
[44]     0.0    0.00    0.00     954         hyperrect_extend [44]
