Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     10.29     0.00      560     0.00     0.00  mesh_twenty_node_hexahedron_h
  0.00     10.29     0.00      216     0.00     0.00  mesh_eight_node_hexahedron_dhdr
  0.00     10.29     0.00      180     0.00     0.00  mesh_nine_node_quad_dhdr
  0.00     10.29     0.00      172     0.00     0.00  wasora_get_next_token
  0.00     10.29     0.00      160     0.00     0.00  mesh_eight_node_quad_dhdr
  0.00     10.29     0.00      150     0.00     0.00  mesh_ten_node_tetrahedron_dhdr
  0.00     10.29     0.00      126     0.00     0.00  mesh_six_node_prism_dhdr
  0.00     10.29     0.00      120     0.00     0.00  wasora_mesh_add_node_parent
  0.00     10.29     0.00      114     0.00     0.00  wasora_read_line
  0.00     10.29     0.00       98     0.00     0.00  wasora_check_name
  0.00     10.29     0.00       90     0.00     0.00  mesh_nine_node_quad_h
  0.00     10.29     0.00       80     0.00     0.00  mesh_eight_node_quad_h
  0.00     10.29     0.00       72     0.00     0.00  mesh_eight_node_hexahedron_h
  0.00     10.29     0.00       70     0.00     0.00  wasora_define_variable
  0.00     10.29     0.00       70     0.00     0.00  wasora_free_var
  0.00     10.29     0.00       50     0.00     0.00  mesh_ten_node_tetrahedron_h
  0.00     10.29     0.00       50     0.00     0.00  wasora_mesh_compute_coords_from_parent
  0.00     10.29     0.00       48     0.00     0.00  mesh_six_node_triang_dhdr
  0.00     10.29     0.00       42     0.00     0.00  mesh_six_node_prism_h
  0.00     10.29     0.00       40     0.00     0.00  mesh_four_node_quad_dhdr
  0.00     10.29     0.00       37     0.00     0.00  wasora_destroy_expression
  0.00     10.29     0.00       36     0.00     0.00  wasora_parser_match_keyword_expression
  0.00     10.29     0.00       35     0.00     0.00  wasora_parse_factor
  0.00     10.29     0.00       33     0.00     0.00  wasora_parser_string
  0.00     10.29     0.00       28     0.00     0.00  mesh_alloc_gauss
  0.00     10.29     0.00       27     0.00     0.00  wasora_get_vector_ptr
  0.00     10.29     0.00       27     0.00     0.00  wasora_parse_madeup_expression
  0.00     10.29     0.00       26     0.00     0.00  mesh_init_shape_at_gauss
  0.00     10.29     0.00       26     0.00     0.00  wasora_get_matrix_ptr
  0.00     10.29     0.00       24     0.00     0.00  mesh_six_node_triang_h
  0.00     10.29     0.00       21     0.00     0.00  wasora_pop_error_message
  0.00     10.29     0.00       20     0.00     0.00  mesh_four_node_quad_h
  0.00     10.29     0.00       20     0.00     0.00  wasora_parse_line
  0.00     10.29     0.00       18     0.00     0.00  wasora_define_function
  0.00     10.29     0.00       18     0.00     0.00  wasora_free_function
  0.00     10.29     0.00       18     0.00     0.00  wasora_function_init
  0.00     10.29     0.00       17     0.00     0.00  wasora_ends_in_init
  0.00     10.29     0.00       17     0.00     0.00  wasora_ends_in_zero
  0.00     10.29     0.00       17     0.00     0.00  wasora_get_builtin_function_ptr
  0.00     10.29     0.00       17     0.00     0.00  wasora_get_builtin_functional_ptr
  0.00     10.29     0.00       17     0.00     0.00  wasora_get_builtin_vectorfunction_ptr
  0.00     10.29     0.00       17     0.00     0.00  wasora_get_function_ptr
  0.00     10.29     0.00       17     0.00     0.00  wasora_get_variable_ptr
  0.00     10.29     0.00       15     0.00     0.00  wasora_define_instruction
  0.00     10.29     0.00       14     0.00     0.00  wasora_add_leading_zeros
  0.00     10.29     0.00       14     0.00     0.00  wasora_parse_expression
  0.00     10.29     0.00       14     0.00     0.00  wasora_strip_blanks
  0.00     10.29     0.00       12     0.00     0.00  wasora_instruction_print
  0.00     10.29     0.00       10     0.00     0.00  sn_elements_results_fill_args
  0.00     10.29     0.00        9     0.00     0.00  mesh_three_node_line_dhdr
  0.00     10.29     0.00        9     0.00     0.00  mesh_three_node_line_h
  0.00     10.29     0.00        8     0.00     0.00  milonga_resolve_xs_expr
  0.00     10.29     0.00        8     0.00     0.00  wasora_define_vector
  0.00     10.29     0.00        8     0.00     0.00  wasora_free_vector
  0.00     10.29     0.00        8     0.00     0.00  wasora_mesh_parse_line
  0.00     10.29     0.00        6     0.00     0.00  PetscTime
  0.00     10.29     0.00        6     0.00     0.00  mesh_two_node_line_dhdr
  0.00     10.29     0.00        6     0.00     0.00  mesh_two_node_line_h
  0.00     10.29     0.00        6     0.00     0.00  milonga_get_cpu_time
  0.00     10.29     0.00        5     0.00     0.00  wasora_define_file
  0.00     10.29     0.00        4     0.00     0.00  plugin_parse_line
  0.00     10.29     0.00        4     0.00     0.00  wasora_define_physical_property
  0.00     10.29     0.00        4     0.00     0.00  wasora_define_property_data
  0.00     10.29     0.00        4     0.00     0.00  wasora_fopen
  0.00     10.29     0.00        4     0.00     0.00  wasora_vector_init
  0.00     10.29     0.00        3     0.00     0.00  wasora_instruction_close_file
  0.00     10.29     0.00        3     0.00     0.00  wasora_realloc_variable_ptr
  0.00     10.29     0.00        2     0.00     0.00  mesh_hexa_gauss27_init
  0.00     10.29     0.00        2     0.00     0.00  milonga_assembly_objects
  0.00     10.29     0.00        2     0.00     0.00  milonga_debug_n_processors
  0.00     10.29     0.00        2     0.00     0.00  milonga_free_global_matrices
  0.00     10.29     0.00        2     0.00     0.00  milonga_free_global_vectors
  0.00     10.29     0.00        2     0.00     0.05  sn_elements_problem_free
  0.00     10.29     0.00        2     0.00     0.00  wasora_define_physical_entity
  0.00     10.29     0.00        2     0.00     0.00  wasora_evaluate_string
  0.00     10.29     0.00        2     0.00     0.00  wasora_instruction_open_file
  0.00     10.29     0.00        1     0.00     0.00  clear_rec
  0.00     10.29     0.00        1     0.00     0.00  hyperrect_create
  0.00     10.29     0.00        1     0.00     0.00  hyperrect_free
  0.00     10.29     0.00        1     0.00     0.00  kd_clear
  0.00     10.29     0.00        1     0.00     0.00  kd_create
  0.00     10.29     0.00        1     0.00     0.00  kd_free
  0.00     10.29     0.00        1     0.00     0.00  mesh_eight_node_hexahedron_init
  0.00     10.29     0.00        1     0.00     0.00  mesh_eight_node_quadrangle_init
  0.00     10.29     0.00        1     0.00     0.00  mesh_four_node_quadrangle_init
  0.00     10.29     0.00        1     0.00     0.01  mesh_four_node_tetrahedron_init
  0.00     10.29     0.00        1     0.00     0.00  mesh_nine_node_quadrangle_init
  0.00     10.29     0.00        1     0.00     0.00  mesh_node_indexes
  0.00     10.29     0.00        1     0.00     0.00  mesh_one_node_point_init
  0.00     10.29     0.00        1     0.00     0.00  mesh_six_node_prism_init
  0.00     10.29     0.00        1     0.00     0.00  mesh_six_node_triangle_init
  0.00     10.29     0.00        1     0.00     0.01  mesh_ten_node_tetrahedron_init
  0.00     10.29     0.00        1     0.00     0.00  mesh_three_node_line_init
  0.00     10.29     0.00        1     0.00     0.00  mesh_three_node_triangle_init
  0.00     10.29     0.00        1     0.00     0.00  mesh_twenty_node_hexaedron_init
  0.00     10.29     0.00        1     0.00     0.00  mesh_twentyseven_node_hexaedron_init
  0.00     10.29     0.00        1     0.00     0.00  mesh_two_node_line_init
  0.00     10.29     0.00        1     0.00     0.00  mesh_vtk_write_header
  0.00     10.29     0.00        1     0.00     0.08  mesh_vtk_write_mesh
  0.00     10.29     0.00        1     0.00     0.00  milonga_allocate_global_matrices
  0.00     10.29     0.00        1     0.00     0.00  milonga_allocate_global_vectors
  0.00     10.29     0.00        1     0.00     0.00  milonga_debug_cpu_info
  0.00     10.29     0.00        1     0.00     0.00  milonga_debug_cpu_info_free
  0.00     10.29     0.00        1     0.00     0.00  milonga_define_result_functions
  0.00     10.29     0.00        1     0.00     8.69  milonga_instruction_step
  0.00     10.29     0.00        1     0.00     0.00  milonga_read_boundaries
  0.00     10.29     0.00        1     0.00     0.00  milonga_set_entry_points
  0.00     10.29     0.00        1     0.00     0.00  milonga_solve_eigen_slepc
  0.00     10.29     0.00        1     0.00     0.00  plugin_copyright
  0.00     10.29     0.00        1     0.00     0.00  plugin_description
  0.00     10.29     0.00        1     0.00     0.05  plugin_finalize
  0.00     10.29     0.00        1     0.00     0.00  plugin_init_after_parser
  0.00     10.29     0.00        1     0.00     0.00  plugin_init_before_parser
  0.00     10.29     0.00        1     0.00     0.05  plugin_init_before_run
  0.00     10.29     0.00        1     0.00     0.00  plugin_longversion
  0.00     10.29     0.00        1     0.00     0.00  plugin_name
  0.00     10.29     0.00        1     0.00     0.00  plugin_usage
  0.00     10.29     0.00        1     0.00     0.00  plugin_version
  0.00     10.29     0.00        1     0.00     0.00  plugin_wasorahmd5
  0.00     10.29     0.00        1     0.00     0.00  sn_elements_allocate_general_elemental_objects
  0.00     10.29     0.00        1     0.00     0.00  sn_elements_allocate_particular_elemental_objects
  0.00     10.29     0.00        1     0.00     0.00  sn_elements_free_elemental_objects
  0.00     10.29     0.00        1     0.00     7.70  sn_elements_matrices_build
  0.00     10.29     0.00        1     0.00     0.85  sn_elements_normalize_flux
  0.00     10.29     0.00        1     0.00     0.00  sn_elements_problem_init
  0.00     10.29     0.00        1     0.00     0.04  sn_elements_set_essential_bc
  0.00     10.29     0.00        1     0.00     0.00  sn_init_weights
  0.00     10.29     0.00        1     0.00     0.00  wasora_debug
  0.00     10.29     0.00        1     0.00     0.00  wasora_define_material
  0.00     10.29     0.00        1     0.00     0.00  wasora_define_mesh
  0.00     10.29     0.00        1     0.00     0.00  wasora_evaluate_expression_in_string
  0.00     10.29     0.00        1     0.00     0.05  wasora_finalize
  0.00     10.29     0.00        1     0.00     0.00  wasora_free_assignments
  0.00     10.29     0.00        1     0.00     0.00  wasora_free_dae
  0.00     10.29     0.00        1     0.00     0.00  wasora_free_files
  0.00     10.29     0.00        1     0.00     0.00  wasora_free_functions
  0.00     10.29     0.00        1     0.00     0.00  wasora_free_instructions
  0.00     10.29     0.00        1     0.00     0.00  wasora_free_matrices
  0.00     10.29     0.00        1     0.00     0.00  wasora_free_print_functions
  0.00     10.29     0.00        1     0.00     0.00  wasora_free_print_vectors
  0.00     10.29     0.00        1     0.00     0.00  wasora_free_prints
  0.00     10.29     0.00        1     0.00     0.00  wasora_free_shm
  0.00     10.29     0.00        1     0.00     0.00  wasora_free_solves
  0.00     10.29     0.00        1     0.00     0.00  wasora_free_vars
  0.00     10.29     0.00        1     0.00     0.00  wasora_free_vectors
  0.00     10.29     0.00        1     0.00     0.00  wasora_get_mesh_ptr
  0.00     10.29     0.00        1     0.00     0.00  wasora_init_after_parser
  0.00     10.29     0.00        1     0.00     0.01  wasora_init_before_parser
  0.00     10.29     0.00        1     0.00     0.05  wasora_init_before_run
  0.00     10.29     0.00        1     0.00     0.09  wasora_instruction_mesh_post
  0.00     10.29     0.00        1     0.00     0.00  wasora_load_hardcoded_plugin
  0.00     10.29     0.00        1     0.00     0.01  wasora_mesh_element_types_init
  0.00     10.29     0.00        1     0.00     0.01  wasora_mesh_init_before_parser
  0.00     10.29     0.00        1     0.00     0.00  wasora_parse_first_pass
  0.00     10.29     0.00        1     0.00     0.00  wasora_parse_input_file
  0.00     10.29     0.00        1     0.00     0.01  wasora_parse_main_input_file
  0.00     10.29     0.00        1     0.00     0.00  wasora_parser_expression_in_string
  0.00     10.29     0.00        1     0.00     0.00  wasora_parser_file_path
  0.00     10.29     0.00        1     0.00     0.00  wasora_parser_keywords_ints
  0.00     10.29     0.00        1     0.00     0.00  wasora_push_error_message
  0.00     10.29     0.00        1     0.00    10.23  wasora_standard_run
  0.00     10.29     0.00        1     0.00    10.18  wasora_step

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2014 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.10% of 10.29 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00   10.29                 main [1]
                0.00   10.23       1/1           wasora_standard_run [2]
                0.00    0.05       1/1           wasora_finalize [35]
                0.00    0.01       1/1           wasora_parse_main_input_file [47]
                0.00    0.00       1/1           wasora_load_hardcoded_plugin [208]
-----------------------------------------------
                0.00   10.23       1/1           main [1]
[2]     99.4    0.00   10.23       1         wasora_standard_run [2]
                0.00   10.18       1/1           wasora_step [3]
                0.00    0.05       1/1           wasora_init_before_run [36]
                0.00    0.00       1/1           wasora_debug [190]
-----------------------------------------------
                0.00   10.18       1/1           wasora_standard_run [2]
[3]     98.9    0.00   10.18       1         wasora_step [3]
                0.00    8.69       1/1           milonga_instruction_step [4]
                0.20    1.20       1/1           wasora_instruction_mesh [10]
                0.00    0.09       1/1           wasora_instruction_mesh_post [29]
                0.00    0.00      12/12          wasora_instruction_print [60]
-----------------------------------------------
                0.00    8.69       1/1           wasora_step [3]
[4]     84.4    0.00    8.69       1         milonga_instruction_step [4]
                0.00    7.70       1/1           sn_elements_matrices_build [5]
                0.00    0.85       1/1           sn_elements_normalize_flux [12]
                0.09    0.00       1/1           sn_elements_results_fill_power [28]
                0.04    0.00       1/1           sn_elements_results_fill_flux [40]
                0.00    0.00       6/6           PetscTime [140]
                0.00    0.00       6/6           milonga_get_cpu_time [143]
                0.00    0.00       1/1           sn_elements_problem_init [188]
                0.00    0.00       1/1           milonga_read_boundaries [173]
                0.00    0.00       1/1           milonga_solve_eigen_slepc [175]
-----------------------------------------------
                0.00    7.70       1/1           milonga_instruction_step [4]
[5]     74.8    0.00    7.70       1         sn_elements_matrices_build [5]
                3.49    4.16  234304/234304      sn_elements_build_elemental_objects [6]
                0.00    0.04       1/1           sn_elements_set_essential_bc [38]
                0.00    0.00       1/1           sn_elements_allocate_general_elemental_objects [185]
                0.00    0.00       1/2           milonga_assembly_objects [152]
-----------------------------------------------
                3.49    4.16  234304/234304      sn_elements_matrices_build [5]
[6]     74.4    3.49    4.16  234304         sn_elements_build_elemental_objects [6]
                0.02    3.81  937216/937216      mesh_compute_fem_objects_at_gauss [7]
                0.29    0.00 3748864/3793264     wasora_evaluate_expression [20]
                0.04    0.00 3748864/56232980     mesh_four_node_tetrahedron_h [15]
                0.00    0.00       1/1           sn_elements_allocate_particular_elemental_objects [186]
-----------------------------------------------
                0.02    3.81  937216/937216      sn_elements_build_elemental_objects [6]
[7]     37.3    0.02    3.81  937216         mesh_compute_fem_objects_at_gauss [7]
                1.05    0.00  937216/937216      mesh_compute_B [11]
                0.06    0.75  937216/2875008     mesh_integration_weight [8]
                0.23    0.35  937216/937216      mesh_compute_H [16]
                0.34    0.21  937216/937216      mesh_compute_dhdx [17]
                0.32    0.00  937216/937216      mesh_compute_l [18]
                0.17    0.13  937216/937216      mesh_compute_x [19]
                0.17    0.05  937216/937216      mesh_inverse [22]
-----------------------------------------------
                0.06    0.75  937216/2875008     mesh_compute_fem_objects_at_gauss [7]
                0.06    0.75  937216/2875008     mesh_integral_over_element [13]
                0.07    0.80 1000576/2875008     wasora_instruction_mesh [10]
[8]     24.1    0.19    2.29 2875008         mesh_integration_weight [8]
                1.31    0.63 2875008/2875008     mesh_compute_dxdr [9]
                0.07    0.13 2875008/2875008     mesh_compute_h [25]
                0.16    0.00 2875008/3812224     mesh_determinant [23]
                0.00    0.00 1000577/1000577     mesh_alloc_fem_objects [78]
-----------------------------------------------
                1.31    0.63 2875008/2875008     mesh_integration_weight [8]
[9]     18.8    1.31    0.63 2875008         mesh_compute_dxdr [9]
                0.62    0.00 101219328/134959164     mesh_four_node_tetrahedron_dhdr [14]
                0.01    0.00  760320/760344      mesh_three_node_triang_dhdr [53]
                0.00    0.00  105216/1511040     mesh_subtract [52]
                0.00    0.00   52608/73728       mesh_normalized_cross [83]
                0.00    0.00   52608/52608       mesh_cross [84]
                0.00    0.00   52608/559488      mesh_dot [80]
-----------------------------------------------
                0.20    1.20       1/1           wasora_step [3]
[10]    13.7    0.20    1.20       1         wasora_instruction_mesh [10]
                0.07    0.80 1000576/2875008     mesh_integration_weight [8]
                0.03    0.20       1/1           mesh_gmsh_readmesh [21]
                0.02    0.05       1/1           mesh_element2cell [32]
                0.00    0.04   44387/44387       kd_insert [39]
                0.00    0.00       2/4           wasora_vector_init [149]
                0.00    0.00       1/1           kd_create [163]
-----------------------------------------------
                1.05    0.00  937216/937216      mesh_compute_fem_objects_at_gauss [7]
[11]    10.2    1.05    0.00  937216         mesh_compute_B [11]
-----------------------------------------------
                0.00    0.85       1/1           milonga_instruction_step [4]
[12]     8.3    0.00    0.85       1         sn_elements_normalize_flux [12]
                0.02    0.81  234304/234304      mesh_integral_over_element [13]
                0.02    0.00  234304/468608      mesh_tetrahedron_vol [37]
-----------------------------------------------
                0.02    0.81  234304/234304      sn_elements_normalize_flux [12]
[13]     8.1    0.02    0.81  234304         mesh_integral_over_element [13]
                0.06    0.75  937216/2875008     mesh_integration_weight [8]
-----------------------------------------------
                0.00    0.00      60/134959164     mesh_init_shape_at_gauss [59]
                0.21    0.00 33739776/134959164     mesh_compute_dhdx [17]
                0.62    0.00 101219328/134959164     mesh_compute_dxdr [9]
[14]     8.0    0.82    0.00 134959164         mesh_four_node_tetrahedron_dhdr [14]
-----------------------------------------------
                0.00    0.00      20/56232980     mesh_init_shape_at_gauss [59]
                0.04    0.00 3748864/56232980     sn_elements_build_elemental_objects [6]
                0.13    0.00 11246592/56232980     mesh_compute_h [25]
                0.13    0.00 11246592/56232980     mesh_compute_x [19]
                0.35    0.00 29990912/56232980     mesh_compute_H [16]
[15]     6.3    0.65    0.00 56232980         mesh_four_node_tetrahedron_h [15]
-----------------------------------------------
                0.23    0.35  937216/937216      mesh_compute_fem_objects_at_gauss [7]
[16]     5.6    0.23    0.35  937216         mesh_compute_H [16]
                0.35    0.00 29990912/56232980     mesh_four_node_tetrahedron_h [15]
-----------------------------------------------
                0.34    0.21  937216/937216      mesh_compute_fem_objects_at_gauss [7]
[17]     5.3    0.34    0.21  937216         mesh_compute_dhdx [17]
                0.21    0.00 33739776/134959164     mesh_four_node_tetrahedron_dhdr [14]
-----------------------------------------------
                0.32    0.00  937216/937216      mesh_compute_fem_objects_at_gauss [7]
[18]     3.1    0.32    0.00  937216         mesh_compute_l [18]
-----------------------------------------------
                0.17    0.13  937216/937216      mesh_compute_fem_objects_at_gauss [7]
[19]     2.9    0.17    0.13  937216         mesh_compute_x [19]
                0.13    0.00 11246592/56232980     mesh_four_node_tetrahedron_h [15]
-----------------------------------------------
                0.00    0.00       1/3793264     wasora_evaluate_expression_in_string [64]
                0.00    0.00       4/3793264     mesh_gmsh_readmesh [21]
                0.00    0.00       8/3793264     wasora_instruction_print [60]
                0.00    0.00   44387/3793264     sn_elements_results_fill_power [28]
                0.29    0.00 3748864/3793264     sn_elements_build_elemental_objects [6]
[20]     2.8    0.29    0.00 3793264         wasora_evaluate_expression [20]
-----------------------------------------------
                0.03    0.20       1/1           wasora_instruction_mesh [10]
[21]     2.2    0.03    0.20       1         mesh_gmsh_readmesh [21]
                0.20    0.00 1000576/1000576     mesh_add_element_to_list [24]
                0.00    0.00       4/3793264     wasora_evaluate_expression [20]
                0.00    0.00  937216/937216      mesh_add_material_to_list [79]
                0.00    0.00       1/2           wasora_instruction_open_file [158]
-----------------------------------------------
                0.17    0.05  937216/937216      mesh_compute_fem_objects_at_gauss [7]
[22]     2.2    0.17    0.05  937216         mesh_inverse [22]
                0.05    0.00  937216/3812224     mesh_determinant [23]
-----------------------------------------------
                0.05    0.00  937216/3812224     mesh_inverse [22]
                0.16    0.00 2875008/3812224     mesh_integration_weight [8]
[23]     2.0    0.21    0.00 3812224         mesh_determinant [23]
-----------------------------------------------
                0.20    0.00 1000576/1000576     mesh_gmsh_readmesh [21]
[24]     1.9    0.20    0.00 1000576         mesh_add_element_to_list [24]
-----------------------------------------------
                0.07    0.13 2875008/2875008     mesh_integration_weight [8]
[25]     1.9    0.07    0.13 2875008         mesh_compute_h [25]
                0.13    0.00 11246592/56232980     mesh_four_node_tetrahedron_h [15]
                0.00    0.00  190080/190092      mesh_three_node_triang_h [82]
-----------------------------------------------
                0.00    0.05       1/2           plugin_init_before_run [34]
                0.00    0.05       1/2           plugin_finalize [33]
[26]     1.0    0.00    0.10       2         sn_elements_problem_free [26]
                0.10    0.00       1/1           mesh_free [27]
                0.00    0.00       1/1           sn_elements_free_elemental_objects [187]
-----------------------------------------------
                0.10    0.00       1/1           sn_elements_problem_free [26]
[27]     1.0    0.10    0.00       1         mesh_free [27]
                0.00    0.00       1/1           kd_free [164]
-----------------------------------------------
                0.09    0.00       1/1           milonga_instruction_step [4]
[28]     0.9    0.09    0.00       1         sn_elements_results_fill_power [28]
                0.00    0.00   44387/3793264     wasora_evaluate_expression [20]
-----------------------------------------------
                0.00    0.09       1/1           wasora_step [3]
[29]     0.9    0.00    0.09       1         wasora_instruction_mesh_post [29]
                0.00    0.08       1/1           mesh_vtk_write_mesh [30]
                0.01    0.00       9/9           mesh_vtk_write_scalar [56]
                0.00    0.00       9/18          wasora_function_init [122]
                0.00    0.00       1/2           wasora_instruction_open_file [158]
                0.00    0.00       1/1           mesh_vtk_write_header [167]
-----------------------------------------------
                0.00    0.08       1/1           wasora_instruction_mesh_post [29]
[30]     0.8    0.00    0.08       1         mesh_vtk_write_mesh [30]
                0.08    0.00       1/1           mesh_vtk_write_unstructured_mesh [31]
-----------------------------------------------
                0.08    0.00       1/1           mesh_vtk_write_mesh [30]
[31]     0.8    0.08    0.00       1         mesh_vtk_write_unstructured_mesh [31]
-----------------------------------------------
                0.02    0.05       1/1           wasora_instruction_mesh [10]
[32]     0.7    0.02    0.05       1         mesh_element2cell [32]
                0.03    0.00  234304/276544      mesh_compute_element_barycenter [41]
                0.02    0.00  234304/468608      mesh_tetrahedron_vol [37]
-----------------------------------------------
                0.00    0.05       1/1           wasora_finalize [35]
[33]     0.5    0.00    0.05       1         plugin_finalize [33]
                0.00    0.05       1/2           sn_elements_problem_free [26]
                0.00    0.00       1/2           milonga_free_global_matrices [154]
                0.00    0.00       1/2           milonga_free_global_vectors [155]
-----------------------------------------------
                0.00    0.05       1/1           wasora_init_before_run [36]
[34]     0.5    0.00    0.05       1         plugin_init_before_run [34]
                0.00    0.05       1/2           sn_elements_problem_free [26]
                0.00    0.00       1/2           milonga_free_global_matrices [154]
                0.00    0.00       1/2           milonga_free_global_vectors [155]
-----------------------------------------------
                0.00    0.05       1/1           main [1]
[35]     0.5    0.00    0.05       1         wasora_finalize [35]
                0.00    0.05       1/1           plugin_finalize [33]
                0.00    0.00       1/1           wasora_free_assignments [193]
                0.00    0.00       1/1           wasora_free_print_vectors [200]
                0.00    0.00       1/1           wasora_free_prints [201]
                0.00    0.00       1/1           wasora_free_dae [194]
                0.00    0.00       1/1           wasora_free_shm [202]
                0.00    0.00       1/1           wasora_free_solves [203]
                0.00    0.00       1/1           wasora_free_print_functions [199]
                0.00    0.00       1/1           wasora_free_files [195]
                0.00    0.00       1/1           wasora_free_functions [196]
                0.00    0.00       1/1           wasora_free_instructions [197]
                0.00    0.00       1/1           wasora_free_matrices [198]
                0.00    0.00       1/1           wasora_free_vectors [205]
                0.00    0.00       1/1           wasora_free_vars [204]
-----------------------------------------------
                0.00    0.05       1/1           wasora_standard_run [2]
[36]     0.5    0.00    0.05       1         wasora_init_before_run [36]
                0.00    0.05       1/1           plugin_init_before_run [34]
-----------------------------------------------
                0.02    0.00  234304/468608      sn_elements_normalize_flux [12]
                0.02    0.00  234304/468608      mesh_element2cell [32]
[37]     0.5    0.04    0.01  468608         mesh_tetrahedron_vol [37]
                0.01    0.00 1405824/1511040     mesh_subtract [52]
                0.00    0.00  468608/468608      mesh_cross_dot [81]
-----------------------------------------------
