Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     13.78     0.00       26     0.00     0.00  wasora_get_matrix_ptr
  0.00     13.78     0.00       24     0.00     0.00  mesh_six_node_triang_h
  0.00     13.78     0.00       21     0.00     0.00  wasora_pop_error_message
  0.00     13.78     0.00       20     0.00     0.00  mesh_four_node_quad_h
  0.00     13.78     0.00       20     0.00     0.00  wasora_parse_line
  0.00     13.78     0.00       18     0.00     0.00  wasora_define_function
  0.00     13.78     0.00       18     0.00     0.00  wasora_free_function
  0.00     13.78     0.00       17     0.00     0.00  wasora_ends_in_init
  0.00     13.78     0.00       17     0.00     0.00  wasora_ends_in_zero
  0.00     13.78     0.00       17     0.00     0.00  wasora_get_builtin_function_ptr
  0.00     13.78     0.00       17     0.00     0.00  wasora_get_builtin_functional_ptr
  0.00     13.78     0.00       17     0.00     0.00  wasora_get_builtin_vectorfunction_ptr
  0.00     13.78     0.00       17     0.00     0.00  wasora_get_function_ptr
  0.00     13.78     0.00       17     0.00     0.00  wasora_get_variable_ptr
  0.00     13.78     0.00       15     0.00     0.00  wasora_define_instruction
  0.00     13.78     0.00       14     0.00     0.00  wasora_add_leading_zeros
  0.00     13.78     0.00       14     0.00     0.00  wasora_parse_expression
  0.00     13.78     0.00       14     0.00     0.00  wasora_strip_blanks
  0.00     13.78     0.00       12     0.00     0.00  wasora_instruction_print
  0.00     13.78     0.00       10     0.00     0.00  sn_volumes_results_fill_args
  0.00     13.78     0.00        9     0.00     0.00  mesh_three_node_line_dhdr
  0.00     13.78     0.00        9     0.00     0.00  mesh_three_node_line_h
  0.00     13.78     0.00        9     0.00     0.00  wasora_function_init
  0.00     13.78     0.00        8     0.00     0.00  milonga_resolve_xs_expr
  0.00     13.78     0.00        8     0.00     0.00  wasora_define_vector
  0.00     13.78     0.00        8     0.00     0.00  wasora_free_vector
  0.00     13.78     0.00        8     0.00     0.00  wasora_mesh_parse_line
  0.00     13.78     0.00        6     0.00     0.00  PetscTime
  0.00     13.78     0.00        6     0.00     0.00  mesh_two_node_line_dhdr
  0.00     13.78     0.00        6     0.00     0.00  mesh_two_node_line_h
  0.00     13.78     0.00        6     0.00     0.00  milonga_get_cpu_time
  0.00     13.78     0.00        5     0.00     0.00  wasora_define_file
  0.00     13.78     0.00        4     0.00     0.00  plugin_parse_line
  0.00     13.78     0.00        4     0.00     0.00  wasora_define_physical_property
  0.00     13.78     0.00        4     0.00     0.00  wasora_define_property_data
  0.00     13.78     0.00        4     0.00     0.00  wasora_fopen
  0.00     13.78     0.00        4     0.00     0.00  wasora_vector_init
  0.00     13.78     0.00        3     0.00     0.00  wasora_instruction_close_file
  0.00     13.78     0.00        3     0.00     0.00  wasora_realloc_variable_ptr
  0.00     13.78     0.00        2     0.00     0.00  mesh_hexa_gauss27_init
  0.00     13.78     0.00        2     0.00     0.00  milonga_debug_n_processors
  0.00     13.78     0.00        2     0.00     0.00  milonga_free_global_matrices
  0.00     13.78     0.00        2     0.00     0.00  milonga_free_global_vectors
  0.00     13.78     0.00        2     0.00     0.05  sn_volumes_problem_free
  0.00     13.78     0.00        2     0.00     0.00  wasora_define_physical_entity
  0.00     13.78     0.00        2     0.00     0.00  wasora_evaluate_string
  0.00     13.78     0.00        2     0.00     0.00  wasora_instruction_open_file
  0.00     13.78     0.00        1     0.00     0.00  clear_rec
  0.00     13.78     0.00        1     0.00     0.00  kd_clear
  0.00     13.78     0.00        1     0.00     0.00  kd_create
  0.00     13.78     0.00        1     0.00     0.00  kd_free
  0.00     13.78     0.00        1     0.00     0.05  mesh_compute_coords
  0.00     13.78     0.00        1     0.00     0.00  mesh_eight_node_hexahedron_init
  0.00     13.78     0.00        1     0.00     0.00  mesh_eight_node_quadrangle_init
  0.00     13.78     0.00        1     0.00     0.00  mesh_four_node_quadrangle_init
  0.00     13.78     0.00        1     0.00     0.00  mesh_four_node_tetrahedron_init
  0.00     13.78     0.00        1     0.00     0.00  mesh_nine_node_quadrangle_init
  0.00     13.78     0.00        1     0.00     0.00  mesh_one_node_point_init
  0.00     13.78     0.00        1     0.00     0.00  mesh_six_node_prism_init
  0.00     13.78     0.00        1     0.00     0.00  mesh_six_node_triangle_init
  0.00     13.78     0.00        1     0.00     0.00  mesh_ten_node_tetrahedron_init
  0.00     13.78     0.00        1     0.00     0.00  mesh_three_node_line_init
  0.00     13.78     0.00        1     0.00     0.00  mesh_three_node_triangle_init
  0.00     13.78     0.00        1     0.00     0.00  mesh_twenty_node_hexaedron_init
  0.00     13.78     0.00        1     0.00     0.00  mesh_twentyseven_node_hexaedron_init
  0.00     13.78     0.00        1     0.00     0.00  mesh_two_node_line_init
  0.00     13.78     0.00        1     0.00     0.00  mesh_vtk_write_header
  0.00     13.78     0.00        1     0.00     0.07  mesh_vtk_write_mesh
  0.00     13.78     0.00        1     0.00     0.00  milonga_allocate_global_matrices
  0.00     13.78     0.00        1     0.00     0.00  milonga_allocate_global_vectors
  0.00     13.78     0.00        1     0.00     0.00  milonga_assembly_objects
  0.00     13.78     0.00        1     0.00     0.00  milonga_debug_cpu_info
  0.00     13.78     0.00        1     0.00     0.00  milonga_debug_cpu_info_free
  0.00     13.78     0.00        1     0.00     0.00  milonga_define_result_functions
  0.00     13.78     0.00        1     0.00    10.70  milonga_instruction_step
  0.00     13.78     0.00        1     0.00     0.00  milonga_read_boundaries
  0.00     13.78     0.00        1     0.00     0.00  milonga_set_entry_points
  0.00     13.78     0.00        1     0.00     0.00  milonga_solve_eigen_slepc
  0.00     13.78     0.00        1     0.00     0.00  plugin_copyright
  0.00     13.78     0.00        1     0.00     0.00  plugin_description
  0.00     13.78     0.00        1     0.00     0.05  plugin_finalize
  0.00     13.78     0.00        1     0.00     0.00  plugin_init_after_parser
  0.00     13.78     0.00        1     0.00     0.00  plugin_init_before_parser
  0.00     13.78     0.00        1     0.00     0.05  plugin_init_before_run
  0.00     13.78     0.00        1     0.00     0.00  plugin_longversion
  0.00     13.78     0.00        1     0.00     0.00  plugin_name
  0.00     13.78     0.00        1     0.00     0.00  plugin_usage
  0.00     13.78     0.00        1     0.00     0.00  plugin_version
  0.00     13.78     0.00        1     0.00     0.00  plugin_wasorahmd5
  0.00     13.78     0.00        1     0.00     0.00  sn_init_weights
  0.00     13.78     0.00        1     0.00     4.36  sn_volumes_problem_init
  0.00     13.78     0.00        1     0.00     0.00  wasora_debug
  0.00     13.78     0.00        1     0.00     0.00  wasora_define_material
  0.00     13.78     0.00        1     0.00     0.00  wasora_define_mesh
  0.00     13.78     0.00        1     0.00     0.00  wasora_evaluate_expression_in_string
  0.00     13.78     0.00        1     0.00     0.05  wasora_finalize
  0.00     13.78     0.00        1     0.00     0.00  wasora_free_assignments
  0.00     13.78     0.00        1     0.00     0.00  wasora_free_dae
  0.00     13.78     0.00        1     0.00     0.00  wasora_free_files
  0.00     13.78     0.00        1     0.00     0.00  wasora_free_functions
  0.00     13.78     0.00        1     0.00     0.00  wasora_free_instructions
  0.00     13.78     0.00        1     0.00     0.00  wasora_free_matrices
  0.00     13.78     0.00        1     0.00     0.00  wasora_free_print_functions
  0.00     13.78     0.00        1     0.00     0.00  wasora_free_print_vectors
  0.00     13.78     0.00        1     0.00     0.00  wasora_free_prints
  0.00     13.78     0.00        1     0.00     0.00  wasora_free_shm
  0.00     13.78     0.00        1     0.00     0.00  wasora_free_solves
  0.00     13.78     0.00        1     0.00     0.00  wasora_free_vars
  0.00     13.78     0.00        1     0.00     0.00  wasora_free_vectors
  0.00     13.78     0.00        1     0.00     0.00  wasora_get_mesh_ptr
  0.00     13.78     0.00        1     0.00     0.00  wasora_init_after_parser
  0.00     13.78     0.00        1     0.00     0.01  wasora_init_before_parser
  0.00     13.78     0.00        1     0.00     0.05  wasora_init_before_run
  0.00     13.78     0.00        1     0.00     1.63  wasora_instruction_mesh_post
  0.00     13.78     0.00        1     0.00     0.00  wasora_load_hardcoded_plugin
  0.00     13.78     0.00        1     0.00     0.01  wasora_mesh_element_types_init
  0.00     13.78     0.00        1     0.00     0.01  wasora_mesh_init_before_parser
  0.00     13.78     0.00        1     0.00     0.00  wasora_parse_first_pass
  0.00     13.78     0.00        1     0.00     0.00  wasora_parse_input_file
  0.00     13.78     0.00        1     0.00     0.01  wasora_parse_main_input_file
  0.00     13.78     0.00        1     0.00     0.00  wasora_parser_expression_in_string
  0.00     13.78     0.00        1     0.00     0.00  wasora_parser_file_path
  0.00     13.78     0.00        1     0.00     0.00  wasora_parser_keywords_ints
  0.00     13.78     0.00        1     0.00     0.00  wasora_push_error_message
  0.00     13.78     0.00        1     0.00    13.67  wasora_standard_run
  0.00     13.78     0.00        1     0.00    13.62  wasora_step

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2014 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.07% of 13.78 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     99.6    0.00   13.73                 main [1]
                0.00   13.67       1/1           wasora_standard_run [2]
                0.00    0.05       1/1           wasora_finalize [41]
                0.00    0.01       1/1           wasora_parse_main_input_file [59]
                0.00    0.00       1/1           wasora_load_hardcoded_plugin [212]
-----------------------------------------------
                0.00   13.67       1/1           main [1]
[2]     99.2    0.00   13.67       1         wasora_standard_run [2]
                0.00   13.62       1/1           wasora_step [3]
                0.00    0.05       1/1           wasora_init_before_run [42]
                0.00    0.00       1/1           wasora_debug [194]
-----------------------------------------------
                0.00   13.62       1/1           wasora_standard_run [2]
[3]     98.8    0.00   13.62       1         wasora_step [3]
                0.00   10.70       1/1           milonga_instruction_step [4]
                0.00    1.63       1/1           wasora_instruction_mesh_post [11]
                0.24    1.05       1/1           wasora_instruction_mesh [15]
                0.00    0.00      12/12          wasora_instruction_print [66]
-----------------------------------------------
                0.00   10.70       1/1           wasora_step [3]
[4]     77.6    0.00   10.70       1         milonga_instruction_step [4]
                1.45    4.68       1/1           sn_volumes_matrices_build [5]
                0.00    4.36       1/1           sn_volumes_problem_init [6]
                0.15    0.00       1/1           sn_volumes_results_fill_flux [25]
                0.01    0.03       1/1           sn_volumes_results_fill_power [44]
                0.02    0.00       1/1           sn_volumes_normalize_flux [49]
                0.00    0.00       6/6           PetscTime [151]
                0.00    0.00       6/6           milonga_get_cpu_time [154]
                0.00    0.00       1/1           milonga_read_boundaries [181]
                0.00    0.00       1/1           milonga_solve_eigen_slepc [183]
-----------------------------------------------
                1.45    4.68       1/1           milonga_instruction_step [4]
[5]     44.5    1.45    4.68       1         sn_volumes_matrices_build [5]
                0.31    3.94 31865344/31865344     sn_volumes_cell_integral [7]
                0.19    0.00 46607360/46607360     MatSetValue [23]
                0.16    0.00 21986304/21986304     mesh_subtract_module [24]
                0.08    0.00 7497728/7550336     mesh_dot [33]
                0.00    0.00       1/1           milonga_assembly_objects [177]
-----------------------------------------------
                0.00    4.36       1/1           milonga_instruction_step [4]
[6]     31.7    0.00    4.36       1         sn_volumes_problem_init [6]
                0.78    3.19       1/1           mesh_find_neighbors [9]
                0.30    0.03       1/1           mesh_fill_neighbors [21]
                0.00    0.05       1/1           mesh_compute_coords [38]
                0.01    0.00       1/1           mesh_cell_indexes [56]
                0.00    0.00      10/10          sn_volumes_results_fill_args [144]
                0.00    0.00       1/1           milonga_allocate_global_vectors [176]
                0.00    0.00       1/1           milonga_allocate_global_matrices [175]
                0.00    0.00       1/1           sn_init_weights [193]
-----------------------------------------------
                0.31    3.94 31865344/31865344     sn_volumes_matrices_build [5]
[7]     30.8    0.31    3.94 31865344         sn_volumes_cell_integral [7]
                3.94    0.00 31865344/32099661     wasora_evaluate_expression [8]
-----------------------------------------------
                0.00    0.00       1/32099661     wasora_evaluate_expression_in_string [70]
                0.00    0.00       4/32099661     mesh_gmsh_readmesh [22]
                0.00    0.00       8/32099661     wasora_instruction_print [66]
                0.03    0.00  234304/32099661     sn_volumes_results_fill_power [44]
                3.94    0.00 31865344/32099661     sn_volumes_cell_integral [7]
[8]     28.8    3.97    0.00 32099661         wasora_evaluate_expression [8]
-----------------------------------------------
                0.78    3.19       1/1           sn_volumes_problem_init [6]
[9]     28.8    0.78    3.19       1         mesh_find_neighbors [9]
                3.19    0.00 22752384/22752384     mesh_count_common_nodes [10]
-----------------------------------------------
                3.19    0.00 22752384/22752384     mesh_find_neighbors [9]
[10]    23.1    3.19    0.00 22752384         mesh_count_common_nodes [10]
-----------------------------------------------
                0.00    1.63       1/1           wasora_step [3]
[11]    11.8    0.00    1.63       1         wasora_instruction_mesh_post [11]
                0.01    1.55       9/9           mesh_vtk_write_scalar [12]
                0.00    0.07       1/1           mesh_vtk_write_mesh [34]
                0.00    0.00       9/9           wasora_function_init [147]
                0.00    0.00       1/2           wasora_instruction_open_file [168]
                0.00    0.00       1/1           mesh_vtk_write_header [174]
-----------------------------------------------
                0.01    1.55       9/9           wasora_instruction_mesh_post [11]
[12]    11.3    0.01    1.55       9         mesh_vtk_write_scalar [12]
                0.01    1.54  399483/399483      wasora_evaluate_function [13]
-----------------------------------------------
                0.01    1.54  399483/399483      mesh_vtk_write_scalar [12]
[13]    11.2    0.01    1.54  399483         wasora_evaluate_function [13]
                0.15    1.39  399483/399483      mesh_interpolate_function_cell [14]
-----------------------------------------------
                0.15    1.39  399483/399483      wasora_evaluate_function [13]
[14]    11.2    0.15    1.39  399483         mesh_interpolate_function_cell [14]
                0.03    1.23  399483/399483      kd_nearest [16]
                0.13    0.00  798966/798966      mesh_point_in_tetrahedron [27]
                0.00    0.00  399483/399483      kd_res_item_data [92]
-----------------------------------------------
                0.24    1.05       1/1           wasora_step [3]
[15]     9.4    0.24    1.05       1         wasora_instruction_mesh [15]
                0.03    0.73 1000576/1000576     mesh_integration_weight [18]
                0.07    0.14       1/1           mesh_gmsh_readmesh [22]
                0.01    0.05       1/1           mesh_element2cell [36]
                0.00    0.02   44387/44387       kd_insert [48]
                0.00    0.00       2/4           wasora_vector_init [160]
                0.00    0.00       1/1           kd_create [171]
-----------------------------------------------
                0.03    1.23  399483/399483      mesh_interpolate_function_cell [14]
[16]     9.1    0.03    1.23  399483         kd_nearest [16]
                0.88    0.35  399483/399483      kd_nearest_i [17]
                0.00    0.00  399483/399483      hyperrect_duplicate [90]
                0.00    0.00  399483/399484      hyperrect_free [89]
                0.00    0.00  399483/399483      rlist_insert [94]
                0.00    0.00  399483/399483      kd_res_rewind [93]
-----------------------------------------------
                             12503241             kd_nearest_i [17]
                0.88    0.35  399483/399483      kd_nearest [16]
[17]     8.9    0.88    0.35  399483+12503241 kd_nearest_i [17]
                0.35    0.00 8779248/8779248     hyperrect_dist_sq [20]
                             12503241             kd_nearest_i [17]
-----------------------------------------------
                0.03    0.73 1000576/1000576     wasora_instruction_mesh [15]
[18]     5.5    0.03    0.73 1000576         mesh_integration_weight [18]
                0.44    0.12 1000576/1000576     mesh_compute_dxdr [19]
                0.10    0.00 1000576/1000576     mesh_determinant [29]
                0.01    0.05 1000576/1000576     mesh_compute_h [37]
                0.01    0.00 1000576/1000576     mesh_alloc_fem_objects [53]
-----------------------------------------------
                0.44    0.12 1000576/1000576     mesh_integration_weight [18]
[19]     4.1    0.44    0.12 1000576         mesh_compute_dxdr [19]
                0.11    0.00 33739776/33739836     mesh_four_node_tetrahedron_dhdr [28]
                0.01    0.00  760320/760344      mesh_three_node_triang_dhdr [55]
                0.00    0.00  105216/1511040     mesh_subtract [45]
                0.00    0.00   52608/989824      mesh_normalized_cross [46]
                0.00    0.00   52608/7550336     mesh_dot [33]
                0.00    0.00   52608/989824      mesh_cross [85]
-----------------------------------------------
                0.35    0.00 8779248/8779248     kd_nearest_i [17]
[20]     2.5    0.35    0.00 8779248         hyperrect_dist_sq [20]
-----------------------------------------------
                0.30    0.03       1/1           sn_volumes_problem_init [6]
[21]     2.4    0.30    0.03       1         mesh_fill_neighbors [21]
                0.02    0.00  937216/989824      mesh_normalized_cross [46]
                0.01    0.00  937216/937216      mesh_subtract_dot [54]
                0.00    0.00  937216/989824      mesh_cross [85]
-----------------------------------------------
                0.07    0.14       1/1           wasora_instruction_mesh [15]
[22]     1.5    0.07    0.14       1         mesh_gmsh_readmesh [22]
                0.14    0.00 1000576/1000576     mesh_add_element_to_list [26]
                0.00    0.00       4/32099661     wasora_evaluate_expression [8]
                0.00    0.00  937216/937216      mesh_add_material_to_list [86]
                0.00    0.00       1/2           wasora_instruction_open_file [168]
-----------------------------------------------
                0.19    0.00 46607360/46607360     sn_volumes_matrices_build [5]
[23]     1.3    0.19    0.00 46607360         MatSetValue [23]
-----------------------------------------------
                0.16    0.00 21986304/21986304     sn_volumes_matrices_build [5]
[24]     1.2    0.16    0.00 21986304         mesh_subtract_module [24]
-----------------------------------------------
                0.15    0.00       1/1           milonga_instruction_step [4]
[25]     1.1    0.15    0.00       1         sn_volumes_results_fill_flux [25]
-----------------------------------------------
                0.14    0.00 1000576/1000576     mesh_gmsh_readmesh [22]
[26]     1.0    0.14    0.00 1000576         mesh_add_element_to_list [26]
-----------------------------------------------
                0.13    0.00  798966/798966      mesh_interpolate_function_cell [14]
[27]     0.9    0.13    0.00  798966         mesh_point_in_tetrahedron [27]
-----------------------------------------------
                0.00    0.00      60/33739836     mesh_init_shape_at_gauss [67]
                0.11    0.00 33739776/33739836     mesh_compute_dxdr [19]
[28]     0.8    0.11    0.00 33739836         mesh_four_node_tetrahedron_dhdr [28]
-----------------------------------------------
                0.10    0.00 1000576/1000576     mesh_integration_weight [18]
[29]     0.7    0.10    0.00 1000576         mesh_determinant [29]
-----------------------------------------------
                0.00    0.05       1/2           plugin_init_before_run [40]
                0.00    0.05       1/2           plugin_finalize [39]
[30]     0.7    0.00    0.10       2         sn_volumes_problem_free [30]
                0.10    0.00       1/1           mesh_free [31]
-----------------------------------------------
                0.10    0.00       1/1           sn_volumes_problem_free [30]
[31]     0.7    0.10    0.00       1         mesh_free [31]
                0.00    0.00       1/1           kd_free [172]
-----------------------------------------------
                0.05    0.00  234304/468608      mesh_element2cell [36]
                0.05    0.00  234304/468608      mesh_compute_coords [38]
[32]     0.7    0.09    0.00  468608         mesh_compute_element_barycenter [32]
-----------------------------------------------
                0.00    0.00   52608/7550336     mesh_compute_dxdr [19]
                0.08    0.00 7497728/7550336     sn_volumes_matrices_build [5]
[33]     0.6    0.08    0.00 7550336         mesh_dot [33]
-----------------------------------------------
                0.00    0.07       1/1           wasora_instruction_mesh_post [11]
[34]     0.5    0.00    0.07       1         mesh_vtk_write_mesh [34]
                0.07    0.00       1/1           mesh_vtk_write_unstructured_mesh [35]
-----------------------------------------------
                0.07    0.00       1/1           mesh_vtk_write_mesh [34]
[35]     0.5    0.07    0.00       1         mesh_vtk_write_unstructured_mesh [35]
-----------------------------------------------
                0.01    0.05       1/1           wasora_instruction_mesh [15]
[36]     0.5    0.01    0.05       1         mesh_element2cell [36]
                0.05    0.00  234304/468608      mesh_compute_element_barycenter [32]
                0.00    0.01  234304/468608      mesh_tetrahedron_vol [51]
-----------------------------------------------
                0.01    0.05 1000576/1000576     mesh_integration_weight [18]
[37]     0.4    0.01    0.05 1000576         mesh_compute_h [37]
                0.05    0.00 3748864/3748884     mesh_four_node_tetrahedron_h [43]
                0.00    0.00  190080/190092      mesh_three_node_triang_h [95]
-----------------------------------------------
                0.00    0.05       1/1           sn_volumes_problem_init [6]
[38]     0.4    0.00    0.05       1         mesh_compute_coords [38]
                0.05    0.00  234304/468608      mesh_compute_element_barycenter [32]
                0.00    0.01  234304/468608      mesh_tetrahedron_vol [51]
-----------------------------------------------
                0.00    0.05       1/1           wasora_finalize [41]
[39]     0.4    0.00    0.05       1         plugin_finalize [39]
                0.00    0.05       1/2           sn_volumes_problem_free [30]
                0.00    0.00       1/2           milonga_free_global_matrices [164]
                0.00    0.00       1/2           milonga_free_global_vectors [165]
-----------------------------------------------
                0.00    0.05       1/1           wasora_init_before_run [42]
[40]     0.4    0.00    0.05       1         plugin_init_before_run [40]
                0.00    0.05       1/2           sn_volumes_problem_free [30]
                0.00    0.00       1/2           milonga_free_global_matrices [164]
                0.00    0.00       1/2           milonga_free_global_vectors [165]
-----------------------------------------------
                0.00    0.05       1/1           main [1]
[41]     0.4    0.00    0.05       1         wasora_finalize [41]
                0.00    0.05       1/1           plugin_finalize [39]
                0.00    0.00       1/1           wasora_free_assignments [197]
                0.00    0.00       1/1           wasora_free_print_vectors [204]
                0.00    0.00       1/1           wasora_free_prints [205]
                0.00    0.00       1/1           wasora_free_dae [198]
                0.00    0.00       1/1           wasora_free_shm [206]
                0.00    0.00       1/1           wasora_free_solves [207]
