Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.17     0.00      120     0.00     0.00  wasora_mesh_add_node_parent
  0.00      0.17     0.00      100     0.00     0.00  wasora_read_line
  0.00      0.17     0.00       98     0.00     0.00  wasora_check_name
  0.00      0.17     0.00       90     0.00     0.00  mesh_nine_node_quad_h
  0.00      0.17     0.00       80     0.00     0.00  mesh_eight_node_quad_h
  0.00      0.17     0.00       70     0.00     0.00  wasora_define_variable
  0.00      0.17     0.00       70     0.00     0.00  wasora_free_var
  0.00      0.17     0.00       60     0.00     0.00  mesh_four_node_tetrahedron_dhdr
  0.00      0.17     0.00       50     0.00     0.00  mesh_ten_node_tetrahedron_h
  0.00      0.17     0.00       50     0.00     0.00  wasora_mesh_compute_coords_from_parent
  0.00      0.17     0.00       48     0.00     0.00  mesh_six_node_triang_dhdr
  0.00      0.17     0.00       34     0.00     0.00  wasora_parse_factor
  0.00      0.17     0.00       32     0.00     0.00  wasora_destroy_expression
  0.00      0.17     0.00       30     0.00     0.00  wasora_parser_match_keyword_expression
  0.00      0.17     0.00       30     0.00     0.00  wasora_parser_string
  0.00      0.17     0.00       28     0.00     0.00  mesh_alloc_gauss
  0.00      0.17     0.00       26     0.00     0.00  mesh_init_shape_at_gauss
  0.00      0.17     0.00       26     0.00     0.00  wasora_parse_madeup_expression
  0.00      0.17     0.00       25     0.00     0.00  wasora_get_vector_ptr
  0.00      0.17     0.00       24     0.00     0.00  mesh_six_node_triang_h
  0.00      0.17     0.00       24     0.00     0.00  wasora_get_matrix_ptr
  0.00      0.17     0.00       20     0.00     0.00  mesh_four_node_tetrahedron_h
  0.00      0.17     0.00       19     0.00     0.00  wasora_parse_line
  0.00      0.17     0.00       19     0.00     0.00  wasora_pop_error_message
  0.00      0.17     0.00       18     0.00     0.00  wasora_define_function
  0.00      0.17     0.00       18     0.00     0.00  wasora_free_function
  0.00      0.17     0.00       18     0.00     0.00  wasora_function_init
  0.00      0.17     0.00       18     0.00     0.00  wasora_get_function_ptr
  0.00      0.17     0.00       16     0.00     0.00  wasora_ends_in_init
  0.00      0.17     0.00       16     0.00     0.00  wasora_ends_in_zero
  0.00      0.17     0.00       16     0.00     0.00  wasora_get_builtin_function_ptr
  0.00      0.17     0.00       16     0.00     0.00  wasora_get_builtin_functional_ptr
  0.00      0.17     0.00       16     0.00     0.00  wasora_get_builtin_vectorfunction_ptr
  0.00      0.17     0.00       16     0.00     0.00  wasora_get_variable_ptr
  0.00      0.17     0.00       14     0.00     0.00  wasora_define_instruction
  0.00      0.17     0.00       13     0.00     0.00  wasora_add_leading_zeros
  0.00      0.17     0.00       13     0.00     0.00  wasora_parse_expression
  0.00      0.17     0.00       13     0.00     0.00  wasora_strip_blanks
  0.00      0.17     0.00       10     0.00     0.00  sn_elements_results_fill_args
  0.00      0.17     0.00        9     0.00     0.00  mesh_three_node_line_dhdr
  0.00      0.17     0.00        9     0.00     0.00  mesh_three_node_line_h
  0.00      0.17     0.00        9     0.00     0.00  mesh_vtk_write_scalar
  0.00      0.17     0.00        9     0.00     0.00  wasora_mesh_parse_line
  0.00      0.17     0.00        8     0.00     0.00  milonga_resolve_xs_expr
  0.00      0.17     0.00        8     0.00     0.00  wasora_define_vector
  0.00      0.17     0.00        8     0.00     0.00  wasora_free_vector
  0.00      0.17     0.00        8     0.00     0.00  wasora_instruction_print
  0.00      0.17     0.00        6     0.00     0.00  PetscTime
  0.00      0.17     0.00        6     0.00     0.00  mesh_two_node_line_dhdr
  0.00      0.17     0.00        6     0.00     0.00  mesh_two_node_line_h
  0.00      0.17     0.00        6     0.00     0.00  milonga_get_cpu_time
  0.00      0.17     0.00        6     0.00     0.00  wasora_define_file
  0.00      0.17     0.00        5     0.00     0.00  wasora_fopen
  0.00      0.17     0.00        4     0.00     0.00  plugin_parse_line
  0.00      0.17     0.00        4     0.00     0.00  wasora_define_physical_property
  0.00      0.17     0.00        4     0.00     0.00  wasora_define_property_data
  0.00      0.17     0.00        4     0.00     0.00  wasora_evaluate_string
  0.00      0.17     0.00        4     0.00     0.00  wasora_instruction_close_file
  0.00      0.17     0.00        4     0.00     0.00  wasora_vector_init
  0.00      0.17     0.00        3     0.00     0.00  wasora_instruction_open_file
  0.00      0.17     0.00        3     0.00     0.00  wasora_realloc_variable_ptr
  0.00      0.17     0.00        2     0.00     0.00  mesh_hexa_gauss27_init
  0.00      0.17     0.00        2     0.00     0.00  mesh_tetrahedron_gauss_init
  0.00      0.17     0.00        2     0.00     0.00  milonga_assembly_objects
  0.00      0.17     0.00        2     0.00     0.00  milonga_debug_n_processors
  0.00      0.17     0.00        2     0.00     0.00  milonga_free_global_matrices
  0.00      0.17     0.00        2     0.00     0.00  milonga_free_global_vectors
  0.00      0.17     0.00        2     0.00     0.00  sn_elements_allocate_particular_elemental_objects
  0.00      0.17     0.00        2     0.00     0.00  sn_elements_problem_free
  0.00      0.17     0.00        2     0.00     0.00  wasora_define_physical_entity
  0.00      0.17     0.00        2     0.00     0.00  wasora_instruction_mesh_post
  0.00      0.17     0.00        1     0.00     0.00  clear_rec
  0.00      0.17     0.00        1     0.00     0.00  hyperrect_create
  0.00      0.17     0.00        1     0.00     0.00  hyperrect_free
  0.00      0.17     0.00        1     0.00     0.00  kd_clear
  0.00      0.17     0.00        1     0.00     0.00  kd_create
  0.00      0.17     0.00        1     0.00     0.00  kd_free
  0.00      0.17     0.00        1     0.00     0.00  mesh_eight_node_hexahedron_init
  0.00      0.17     0.00        1     0.00     0.00  mesh_eight_node_quadrangle_init
  0.00      0.17     0.00        1     0.00     0.00  mesh_element2cell
  0.00      0.17     0.00        1     0.00     0.00  mesh_four_node_quadrangle_init
  0.00      0.17     0.00        1     0.00     0.00  mesh_four_node_tetrahedron_init
  0.00      0.17     0.00        1     0.00     0.00  mesh_free
  0.00      0.17     0.00        1     0.00     0.00  mesh_gmsh_readmesh
  0.00      0.17     0.00        1     0.00     0.00  mesh_gmsh_write_header
  0.00      0.17     0.00        1     0.00     0.00  mesh_gmsh_write_mesh
  0.00      0.17     0.00        1     0.00     0.00  mesh_gmsh_write_scalar
  0.00      0.17     0.00        1     0.00     0.00  mesh_nine_node_quadrangle_init
  0.00      0.17     0.00        1     0.00     0.00  mesh_node_indexes
  0.00      0.17     0.00        1     0.00     0.00  mesh_one_node_point_init
  0.00      0.17     0.00        1     0.00     0.00  mesh_six_node_prism_init
  0.00      0.17     0.00        1     0.00     0.00  mesh_six_node_triangle_init
  0.00      0.17     0.00        1     0.00     0.00  mesh_ten_node_tetrahedron_init
  0.00      0.17     0.00        1     0.00     0.00  mesh_three_node_line_init
  0.00      0.17     0.00        1     0.00     0.00  mesh_three_node_triangle_init
  0.00      0.17     0.00        1     0.00     0.00  mesh_twenty_node_hexaedron_init
  0.00      0.17     0.00        1     0.00     0.00  mesh_twentyseven_node_hexaedron_init
  0.00      0.17     0.00        1     0.00     0.00  mesh_two_node_line_init
  0.00      0.17     0.00        1     0.00     0.00  mesh_vtk_write_header
  0.00      0.17     0.00        1     0.00     0.00  mesh_vtk_write_mesh
  0.00      0.17     0.00        1     0.00     0.00  mesh_vtk_write_unstructured_mesh
  0.00      0.17     0.00        1     0.00     0.00  milonga_allocate_global_matrices
  0.00      0.17     0.00        1     0.00     0.00  milonga_allocate_global_vectors
  0.00      0.17     0.00        1     0.00     0.00  milonga_debug_cpu_info
  0.00      0.17     0.00        1     0.00     0.00  milonga_debug_cpu_info_free
  0.00      0.17     0.00        1     0.00     0.00  milonga_define_result_functions
  0.00      0.17     0.00        1     0.00   143.45  milonga_instruction_step
  0.00      0.17     0.00        1     0.00     0.00  milonga_read_boundaries
  0.00      0.17     0.00        1     0.00     0.00  milonga_set_entry_points
  0.00      0.17     0.00        1     0.00     0.00  milonga_solve_eigen_slepc
  0.00      0.17     0.00        1     0.00     0.00  plugin_copyright
  0.00      0.17     0.00        1     0.00     0.00  plugin_description
  0.00      0.17     0.00        1     0.00     0.00  plugin_finalize
  0.00      0.17     0.00        1     0.00     0.00  plugin_init_after_parser
  0.00      0.17     0.00        1     0.00     0.00  plugin_init_before_parser
  0.00      0.17     0.00        1     0.00     0.00  plugin_init_before_run
  0.00      0.17     0.00        1     0.00     0.00  plugin_longversion
  0.00      0.17     0.00        1     0.00     0.00  plugin_name
  0.00      0.17     0.00        1     0.00     0.00  plugin_usage
  0.00      0.17     0.00        1     0.00     0.00  plugin_version
  0.00      0.17     0.00        1     0.00     0.00  plugin_wasorahmd5
  0.00      0.17     0.00        1     0.00     0.00  sn_elements_allocate_general_elemental_objects
  0.00      0.17     0.00        1     0.00     0.00  sn_elements_free_elemental_objects
  0.00      0.17     0.00        1     0.00   111.47  sn_elements_matrices_build
  0.00      0.17     0.00        1     0.00    31.98  sn_elements_normalize_flux
  0.00      0.17     0.00        1     0.00     0.00  sn_elements_problem_init
  0.00      0.17     0.00        1     0.00     0.00  sn_elements_results_fill_flux
  0.00      0.17     0.00        1     0.00     0.00  sn_elements_results_fill_power
  0.00      0.17     0.00        1     0.00     0.00  sn_elements_set_essential_bc
  0.00      0.17     0.00        1     0.00     0.00  sn_init_weights
  0.00      0.17     0.00        1     0.00     0.00  wasora_debug
  0.00      0.17     0.00        1     0.00     0.00  wasora_define_material
  0.00      0.17     0.00        1     0.00     0.00  wasora_define_mesh
  0.00      0.17     0.00        1     0.00     0.00  wasora_evaluate_expression_in_string
  0.00      0.17     0.00        1     0.00     0.00  wasora_finalize
  0.00      0.17     0.00        1     0.00     0.00  wasora_free_assignments
  0.00      0.17     0.00        1     0.00     0.00  wasora_free_dae
  0.00      0.17     0.00        1     0.00     0.00  wasora_free_files
  0.00      0.17     0.00        1     0.00     0.00  wasora_free_functions
  0.00      0.17     0.00        1     0.00     0.00  wasora_free_instructions
  0.00      0.17     0.00        1     0.00     0.00  wasora_free_matrices
  0.00      0.17     0.00        1     0.00     0.00  wasora_free_print_functions
  0.00      0.17     0.00        1     0.00     0.00  wasora_free_print_vectors
  0.00      0.17     0.00        1     0.00     0.00  wasora_free_prints
  0.00      0.17     0.00        1     0.00     0.00  wasora_free_shm
  0.00      0.17     0.00        1     0.00     0.00  wasora_free_solves
  0.00      0.17     0.00        1     0.00     0.00  wasora_free_vars
  0.00      0.17     0.00        1     0.00     0.00  wasora_free_vectors
  0.00      0.17     0.00        1     0.00     0.00  wasora_get_mesh_ptr
  0.00      0.17     0.00        1     0.00     0.00  wasora_init_after_parser
  0.00      0.17     0.00        1     0.00     0.01  wasora_init_before_parser
  0.00      0.17     0.00        1     0.00     0.00  wasora_init_before_run
  0.00      0.17     0.00        1     0.00    26.55  wasora_instruction_mesh
  0.00      0.17     0.00        1     0.00     0.00  wasora_instruction_print_function
  0.00      0.17     0.00        1     0.00     0.00  wasora_instruction_shell
  0.00      0.17     0.00        1     0.00     0.00  wasora_load_hardcoded_plugin
  0.00      0.17     0.00        1     0.00     0.01  wasora_mesh_element_types_init
  0.00      0.17     0.00        1     0.00     0.01  wasora_mesh_init_before_parser
  0.00      0.17     0.00        1     0.00     0.00  wasora_parse_first_pass
  0.00      0.17     0.00        1     0.00     0.00  wasora_parse_input_file
  0.00      0.17     0.00        1     0.00     0.01  wasora_parse_main_input_file
  0.00      0.17     0.00        1     0.00     0.00  wasora_parser_expression_in_string
  0.00      0.17     0.00        1     0.00     0.00  wasora_parser_file_path
  0.00      0.17     0.00        1     0.00     0.00  wasora_parser_keywords_ints
  0.00      0.17     0.00        1     0.00     0.00  wasora_parser_string_format
  0.00      0.17     0.00        1     0.00   170.00  wasora_standard_run
  0.00      0.17     0.00        1     0.00   170.00  wasora_step

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2017 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 5.88% of 0.17 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    0.17                 main [1]
                0.00    0.17       1/1           wasora_standard_run [2]
                0.00    0.00       1/1           wasora_parse_main_input_file [24]
                0.00    0.00       1/1           wasora_load_hardcoded_plugin [212]
                0.00    0.00       1/1           wasora_finalize [193]
-----------------------------------------------
                0.00    0.17       1/1           main [1]
[2]    100.0    0.00    0.17       1         wasora_standard_run [2]
                0.00    0.17       1/1           wasora_step [3]
                0.00    0.00       1/1           wasora_init_before_run [209]
                0.00    0.00       1/1           wasora_debug [189]
-----------------------------------------------
                0.00    0.17       1/1           wasora_standard_run [2]
[3]    100.0    0.00    0.17       1         wasora_step [3]
                0.00    0.14       1/1           milonga_instruction_step [4]
                0.00    0.03       1/1           wasora_instruction_mesh [14]
                0.00    0.00       8/8           wasora_instruction_print [123]
                0.00    0.00       2/2           wasora_instruction_mesh_post [145]
                0.00    0.00       1/1           wasora_instruction_print_function [210]
                0.00    0.00       1/1           wasora_instruction_shell [211]
-----------------------------------------------
                0.00    0.14       1/1           wasora_step [3]
[4]     84.4    0.00    0.14       1         milonga_instruction_step [4]
                0.00    0.11       1/1           sn_elements_matrices_build [6]
                0.00    0.03       1/1           sn_elements_normalize_flux [12]
                0.00    0.00       6/6           PetscTime [124]
                0.00    0.00       6/6           milonga_get_cpu_time [127]
                0.00    0.00       1/1           sn_elements_problem_init [184]
                0.00    0.00       1/1           milonga_read_boundaries [168]
                0.00    0.00       1/1           milonga_solve_eigen_slepc [170]
                0.00    0.00       1/1           sn_elements_results_fill_flux [185]
                0.00    0.00       1/1           sn_elements_results_fill_power [186]
-----------------------------------------------
                0.02    0.09    1716/1716        sn_elements_matrices_build [6]
[5]     65.6    0.02    0.09    1716         sn_elements_build_elemental_objects [5]
                0.00    0.09   12688/12688       mesh_compute_fem_objects_at_gauss [7]
                0.00    0.00   76544/1148232     mesh_eight_node_hexahedron_h [10]
                0.00    0.00   50752/52571       wasora_evaluate_expression [44]
                0.00    0.00   18720/280842      mesh_six_node_prism_h [41]
                0.00    0.00       2/2           sn_elements_allocate_particular_elemental_objects [142]
-----------------------------------------------
                0.00    0.11       1/1           milonga_instruction_step [4]
[6]     65.6    0.00    0.11       1         sn_elements_matrices_build [6]
                0.02    0.09    1716/1716        sn_elements_build_elemental_objects [5]
                0.00    0.00       1/1           sn_elements_allocate_general_elemental_objects [182]
                0.00    0.00       1/1           sn_elements_set_essential_bc [187]
                0.00    0.00       1/2           milonga_assembly_objects [138]
-----------------------------------------------
                0.00    0.09   12688/12688       sn_elements_build_elemental_objects [5]
[7]     52.2    0.00    0.09   12688         mesh_compute_fem_objects_at_gauss [7]
                0.02    0.01   12688/12688       mesh_compute_dhdx [13]
                0.00    0.02   12688/40704       mesh_integration_weight [8]
                0.00    0.02   12688/12688       mesh_compute_H [15]
                0.01    0.00   12688/12688       mesh_compute_B [18]
                0.00    0.01   12688/12688       mesh_compute_x [20]
                0.00    0.00   12688/12688       mesh_inverse [52]
                0.00    0.00   12688/12688       mesh_compute_l [51]
-----------------------------------------------
                0.00    0.02   12688/40704       mesh_integral_over_element [11]
                0.00    0.02   12688/40704       mesh_compute_fem_objects_at_gauss [7]
                0.00    0.02   15328/40704       wasora_instruction_mesh [14]
[8]     41.5    0.01    0.06   40704         mesh_integration_weight [8]
                0.03    0.02   40704/40704       mesh_compute_dxdr [9]
                0.00    0.01   40704/40704       mesh_compute_h [19]
                0.00    0.00   40704/53392       mesh_determinant [43]
                0.00    0.00   15329/15329       mesh_alloc_fem_objects [48]
-----------------------------------------------
                0.03    0.02   40704/40704       mesh_integration_weight [8]
[9]     30.9    0.03    0.02   40704         mesh_compute_dxdr [9]
                0.01    0.00 2066688/2755800     mesh_eight_node_hexahedron_dhdr [16]
                0.01    0.00  505440/674046      mesh_six_node_prism_dhdr [17]
                0.00    0.00   38400/38440       mesh_four_node_quad_dhdr [45]
                0.00    0.00    4304/56720       mesh_subtract [42]
                0.00    0.00    2880/2904        mesh_three_node_triang_dhdr [56]
                0.00    0.00    2152/2832        mesh_normalized_cross [57]
                0.00    0.00    2152/2152        mesh_cross [61]
                0.00    0.00    2152/23272       mesh_dot [46]
-----------------------------------------------
                0.00    0.00      72/1148232     mesh_init_shape_at_gauss [25]
                0.00    0.00   76544/1148232     sn_elements_build_elemental_objects [5]
                0.01    0.00  229632/1148232     mesh_compute_h [19]
                0.01    0.00  229632/1148232     mesh_compute_x [20]
                0.02    0.00  612352/1148232     mesh_compute_H [15]
[10]    23.5    0.04    0.00 1148232         mesh_eight_node_hexahedron_h [10]
-----------------------------------------------
                0.01    0.02    1716/1716        sn_elements_normalize_flux [12]
[11]    18.8    0.01    0.02    1716         mesh_integral_over_element [11]
                0.00    0.02   12688/40704       mesh_integration_weight [8]
-----------------------------------------------
                0.00    0.03       1/1           milonga_instruction_step [4]
[12]    18.8    0.00    0.03       1         sn_elements_normalize_flux [12]
                0.01    0.02    1716/1716        mesh_integral_over_element [11]
                0.00    0.00    1196/2392        mesh_hexahedron_vol [59]
                0.00    0.00     520/1040        mesh_prism_vol [67]
-----------------------------------------------
                0.02    0.01   12688/12688       mesh_compute_fem_objects_at_gauss [7]
[13]    16.2    0.02    0.01   12688         mesh_compute_dhdx [13]
                0.00    0.00  688896/2755800     mesh_eight_node_hexahedron_dhdr [16]
                0.00    0.00  168480/674046      mesh_six_node_prism_dhdr [17]
-----------------------------------------------
                0.00    0.03       1/1           wasora_step [3]
[14]    15.6    0.00    0.03       1         wasora_instruction_mesh [14]
                0.00    0.02   15328/40704       mesh_integration_weight [8]
                0.00    0.00    1806/1806        kd_insert [64]
                0.00    0.00       2/4           wasora_vector_init [135]
                0.00    0.00       1/1           mesh_gmsh_readmesh [154]
                0.00    0.00       1/1           kd_create [150]
                0.00    0.00       1/1           mesh_element2cell [152]
-----------------------------------------------
                0.00    0.02   12688/12688       mesh_compute_fem_objects_at_gauss [7]
[15]    12.5    0.00    0.02   12688         mesh_compute_H [15]
                0.02    0.00  612352/1148232     mesh_eight_node_hexahedron_h [10]
                0.00    0.00  149760/280842      mesh_six_node_prism_h [41]
-----------------------------------------------
                0.00    0.00     216/2755800     mesh_init_shape_at_gauss [25]
                0.00    0.00  688896/2755800     mesh_compute_dhdx [13]
                0.01    0.00 2066688/2755800     mesh_compute_dxdr [9]
[16]    11.8    0.02    0.00 2755800         mesh_eight_node_hexahedron_dhdr [16]
-----------------------------------------------
                0.00    0.00     126/674046      mesh_init_shape_at_gauss [25]
                0.00    0.00  168480/674046      mesh_compute_dhdx [13]
                0.01    0.00  505440/674046      mesh_compute_dxdr [9]
[17]     5.9    0.01    0.00  674046         mesh_six_node_prism_dhdr [17]
-----------------------------------------------
                0.01    0.00   12688/12688       mesh_compute_fem_objects_at_gauss [7]
[18]     5.9    0.01    0.00   12688         mesh_compute_B [18]
-----------------------------------------------
                0.00    0.01   40704/40704       mesh_integration_weight [8]
[19]     4.7    0.00    0.01   40704         mesh_compute_h [19]
                0.01    0.00  229632/1148232     mesh_eight_node_hexahedron_h [10]
                0.00    0.00   56160/280842      mesh_six_node_prism_h [41]
                0.00    0.00    9600/9620        mesh_four_node_quad_h [54]
                0.00    0.00     720/732         mesh_three_node_triang_h [69]
-----------------------------------------------
                0.00    0.01   12688/12688       mesh_compute_fem_objects_at_gauss [7]
[20]     4.7    0.00    0.01   12688         mesh_compute_x [20]
                0.01    0.00  229632/1148232     mesh_eight_node_hexahedron_h [10]
                0.00    0.00   56160/280842      mesh_six_node_prism_h [41]
-----------------------------------------------
                0.00    0.00       1/1           wasora_parse_main_input_file [24]
[21]     0.0    0.00    0.00       1         wasora_init_before_parser [21]
                0.00    0.00       1/1           wasora_mesh_init_before_parser [23]
                0.00    0.00      37/70          wasora_define_variable [83]
                0.00    0.00       3/6           wasora_define_file [128]
                0.00    0.00       1/1           plugin_init_before_parser [175]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_init_before_parser [23]
[22]     0.0    0.00    0.00       1         wasora_mesh_element_types_init [22]
                0.00    0.00       1/1           mesh_six_node_triangle_init [34]
                0.00    0.00       1/1           mesh_three_node_triangle_init [37]
                0.00    0.00       1/1           mesh_three_node_line_init [36]
                0.00    0.00       1/1           mesh_two_node_line_init [40]
                0.00    0.00       1/1           mesh_nine_node_quadrangle_init [32]
                0.00    0.00       1/1           mesh_eight_node_quadrangle_init [29]
                0.00    0.00       1/1           mesh_four_node_quadrangle_init [30]
                0.00    0.00       1/1           mesh_eight_node_hexahedron_init [28]
                0.00    0.00       1/1           mesh_ten_node_tetrahedron_init [35]
                0.00    0.00       1/1           mesh_four_node_tetrahedron_init [31]
                0.00    0.00       1/1           mesh_six_node_prism_init [33]
                0.00    0.00       1/1           mesh_twentyseven_node_hexaedron_init [39]
                0.00    0.00       1/1           mesh_twenty_node_hexaedron_init [38]
                0.00    0.00       1/1           mesh_one_node_point_init [159]
-----------------------------------------------
                0.00    0.00       1/1           wasora_init_before_parser [21]
[23]     0.0    0.00    0.00       1         wasora_mesh_init_before_parser [23]
                0.00    0.00       1/1           wasora_mesh_element_types_init [22]
                0.00    0.00       7/70          wasora_define_variable [83]
                0.00    0.00       3/3           wasora_realloc_variable_ptr [137]
                0.00    0.00       1/8           wasora_define_vector [121]
                0.00    0.00       1/4           wasora_vector_init [135]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[24]     0.0    0.00    0.00       1         wasora_parse_main_input_file [24]
                0.00    0.00       1/1           wasora_init_before_parser [21]
                0.00    0.00       1/1           wasora_parse_first_pass [213]
                0.00    0.00       1/1           wasora_parse_input_file [214]
                0.00    0.00       1/1           wasora_init_after_parser [208]
-----------------------------------------------
                0.00    0.00       2/26          mesh_eight_node_quadrangle_init [29]
                0.00    0.00       2/26          mesh_eight_node_hexahedron_init [28]
                0.00    0.00       2/26          mesh_nine_node_quadrangle_init [32]
                0.00    0.00       2/26          mesh_three_node_triangle_init [37]
                0.00    0.00       2/26          mesh_six_node_prism_init [33]
                0.00    0.00       2/26          mesh_three_node_line_init [36]
                0.00    0.00       2/26          mesh_two_node_line_init [40]
                0.00    0.00       2/26          mesh_four_node_quadrangle_init [30]
                0.00    0.00       2/26          mesh_six_node_triangle_init [34]
                0.00    0.00       4/26          mesh_hexa_gauss27_init [26]
                0.00    0.00       4/26          mesh_tetrahedron_gauss_init [27]
[25]     0.0    0.00    0.00      26         mesh_init_shape_at_gauss [25]
                0.00    0.00      72/1148232     mesh_eight_node_hexahedron_h [10]
                0.00    0.00     126/674046      mesh_six_node_prism_dhdr [17]
                0.00    0.00     216/2755800     mesh_eight_node_hexahedron_dhdr [16]
                0.00    0.00    2268/2268        mesh_twentyseven_node_hexahedron_dhdr [60]
                0.00    0.00    1680/1680        mesh_twenty_node_hexahedron_dhdr [66]
                0.00    0.00     756/756         mesh_twentyseven_node_hexahedron_h [68]
                0.00    0.00     560/560         mesh_twenty_node_hexahedron_h [73]
                0.00    0.00     180/180         mesh_nine_node_quad_dhdr [74]
                0.00    0.00     160/160         mesh_eight_node_quad_dhdr [76]
                0.00    0.00     150/150         mesh_ten_node_tetrahedron_dhdr [77]
                0.00    0.00      90/90          mesh_nine_node_quad_h [81]
                0.00    0.00      80/80          mesh_eight_node_quad_h [82]
                0.00    0.00      60/60          mesh_four_node_tetrahedron_dhdr [85]
                0.00    0.00      50/50          mesh_ten_node_tetrahedron_h [86]
